trial	value
472	3.28813559322034
473	3.19661733615222
474	3.17299578059072
475	2.99789473684211
476	3.15126050420168
477	3.20335429769392
478	3.14644351464435
479	3.10647181628392
480	3.16666666666667
481	3.16839916839917
482	2.99585062240664
483	3.14699792960663
484	3.16528925619835
485	3.03505154639175
486	3.07818930041152
487	3.08008213552361
488	3.31147540983607
489	3.10838445807771
490	3.09387755102041
491	3.11201629327902
492	3.1219512195122
493	3.05070993914807
494	3.17408906882591
495	3.23232323232323
496	3.14516129032258
497	3.06639839034205
498	3.1004016064257
499	3.15831663326653
500	3.192
501	3.20958083832335
502	2.9402390438247
503	3.26838966202783
504	3.03174603174603
505	3.2
506	3.11462450592885
507	2.98224852071006
508	3.23622047244094
509	3.22986247544204
510	3.01176470588235
511	3.06066536203523
512	3.140625
513	3.16569200779727
514	3.13618677042802
515	3.0368932038835
516	3.10077519379845
517	3.18762088974855
518	3.11196911196911
519	3.12138728323699
520	3.08461538461538
521	3.14779270633397
522	3.14942528735632
523	3.20458891013384
524	3.05343511450382
525	3.2
526	3.17110266159696
527	3.04364326375712
528	3.12878787878788
529	3.10775047258979
530	3.27547169811321
531	3.10357815442561
532	3.08270676691729
533	3.0844277673546
534	3.19101123595506
535	3.14766355140187
536	3.16417910447761
537	3.20297951582868
538	3.13011152416357
539	3.16883116883117
540	3.16296296296296
541	3.14232902033272
542	3.21033210332103
543	3.04972375690608
544	3.18382352941176
545	3.22935779816514
546	3.03296703296703
547	3.14442413162706
548	3.13138686131387
549	3.19125683060109
550	3.21454545454545
551	3.16515426497278
552	3.16666666666667
553	2.98010849909584
554	3.09747292418773
555	3.06306306306306
556	3.2158273381295
557	3.11669658886894
558	3.05376344086022
559	3.16994633273703
560	3.05714285714286
561	3.12299465240642
562	3.04626334519573
563	3.19715808170515
564	3.13475177304965
565	3.07256637168142
566	3.18021201413428
567	3.04056437389771
568	3.08450704225352
569	3.10720562390158
570	3.17894736842105
571	3.05429071803853
572	3.06293706293706
573	3.17626527050611
574	3.1219512195122
575	3.12347826086957
576	3.10416666666667
577	3.09878682842288
578	3.20415224913495
579	3.15025906735751
580	3.08965517241379
581	3.04991394148021
582	3.19587628865979
583	3.10806174957118
584	3.1027397260274
585	3.01538461538462
586	3.13310580204778
587	2.99829642248722
588	3.12244897959184
589	3.02886247877759
590	3.27457627118644
591	3.18781725888325
592	3.14189189189189
593	3.1433389544688
594	3.17171717171717
595	3.1327731092437
596	3.24832214765101
597	3.14237855946399
598	3.1304347826087
599	3.23205342237062
600	3.14666666666667
601	3.08818635607321
602	3.06312292358804
603	3.1044776119403
604	3.11258278145695
605	3.13388429752066
606	3.22772277227723
607	3.07084019769357
608	3.08552631578947
609	3.11986863711002
610	3.2655737704918
611	3.02454991816694
612	3.18300653594771
613	3.17128874388255
614	3.12703583061889
615	3.1739837398374
616	3.07142857142857
617	3.19611021069692
618	3.21035598705502
619	3.11470113085622
620	3.14838709677419
621	3.09178743961353
622	3.2475884244373
623	3.08828250401284
624	3.09615384615385
625	3.1552
626	3.00319488817891
627	3.09409888357257
628	3.03184713375796
629	3.19236883942766
630	3.06031746031746
631	3.2202852614897
632	3.17088607594937
633	3.15323854660348
634	3.1608832807571
635	3.18740157480315
636	3.14465408805031
637	3.14599686028257
638	3.18495297805643
639	3.14241001564945
640	3.2
641	3.04524180967239
642	3.14641744548287
643	3.12286158631415
644	3.09937888198758
645	3.14418604651163
646	3.10216718266254
647	3.0726429675425
648	3.09876543209877
649	3.06317411402157
650	3.08923076923077
651	3.26881720430108
652	3.13496932515337
653	3.25880551301685
654	3.03975535168196
655	3.07786259541985
656	3.13414634146341
657	3.08675799086758
658	3.14285714285714
659	3.18057663125948
660	3.21212121212121
661	3.07413010590015
662	3.11178247734139
663	3.13725490196078
664	3.08433734939759
665	3.21203007518797
666	3.23123123123123
667	3.17241379310345
668	3.17964071856287
669	3.1270553064275
670	3.0865671641791
671	3.20119225037258
672	3.18452380952381
673	3.16196136701337
674	3.13946587537092
675	3.13481481481481
676	3.11242603550296
677	3.11964549483013
678	3.16814159292035
679	3.12223858615611
680	3.15294117647059
681	3.08957415565345
682	3.09677419354839
683	3.09809663250366
684	3.05847953216374
685	3.16496350364964
686	3.21282798833819
687	3.17903930131004
688	3.18604651162791
689	3.05950653120464
690	3.07246376811594
691	3.12011577424023
692	3.14450867052023
693	3.12842712842713
694	3.19884726224784
695	3.2
696	3.22413793103448
697	3.1219512195122
698	3.05444126074499
699	3.08440629470672
700	3.10857142857143
701	3.16690442225392
702	3.12250712250712
703	3.16927453769559
704	3.11931818181818
705	3.13758865248227
706	3.07648725212465
707	3.1966053748232
708	3.1638418079096
709	3.17066290550071
710	3.1830985915493
711	3.14486638537271
712	3.08988764044944
713	3.25946704067321
714	3.09803921568627
715	3.10489510489511
716	3.08938547486034
717	3.09623430962343
718	3.11977715877437
719	3.14881780250348
720	3.18888888888889
721	3.20665742024965
722	3.16343490304709
723	3.27524204702628
724	3.12707182320442
725	3.26068965517241
726	3.12947658402204
727	3.15818431911967
728	3.14835164835165
729	3.22633744855967
730	3.17808219178082
731	3.25581395348837
732	3.24043715846995
733	3.25238744884038
734	3.02452316076294
735	3.09115646258503
736	3.21739130434783
737	3.16417910447761
738	3.21409214092141
739	3.13937753721245
740	3.13513513513514
741	3.10391363022942
742	3.17520215633423
743	3.19246298788694
744	3.15591397849462
745	3.15704697986577
746	3.09383378016086
747	3.14323962516734
748	3.10695187165775
749	3.1562082777036
750	3.17333333333333
751	3.14247669773635
752	2.98404255319149
753	2.93758300132802
754	3.20424403183024
755	3.00927152317881
756	3.21693121693122
757	3.07529722589168
758	3.19261213720317
759	3.05138339920949
760	3.08947368421053
761	3.22207621550591
762	3.18110236220472
763	3.19790301441678
764	3.10471204188482
765	3.28888888888889
766	3.11749347258486
767	3.13428943937418
768	3.09375
769	3.15214564369311
770	3.19480519480519
771	3.09208819714656
772	3.29015544041451
773	3.14618369987063
774	3.1937984496124
775	3.14322580645161
776	3.21134020618557
777	3.1042471042471
778	3.09511568123393
779	3.18870346598203
780	3.12820512820513
781	3.17029449423816
782	3.12020460358056
783	3.11111111111111
784	3.1734693877551
785	3.13375796178344
786	3.09923664122137
787	3.1715374841169
788	3.17258883248731
789	3.24968314321926
790	3.09367088607595
791	3.0543615676359
792	3.07070707070707
793	3.17276166456494
794	3.14357682619647
795	3.06918238993711
796	3.14572864321608
797	3.11166875784191
798	3.06766917293233
799	3.18397997496871
800	3.18
801	3.16604244694132
802	3.21695760598504
803	3.15815691158157
804	3.11940298507463
805	3.2
806	3.06699751861042
807	3.1276332094176
808	3.10891089108911
809	3.14462299134734
810	3.01234567901235
811	3.14180024660912
812	3.04433497536946
813	3.12423124231242
814	3.15479115479115
815	3.14601226993865
816	3.20588235294118
817	3.14320685434517
818	3.20293398533007
819	3.16483516483516
820	3.06341463414634
821	3.27405602923264
822	3.15815085158151
823	3.11057108140948
824	3.18932038834951
825	3.13212121212121
826	3.16707021791768
827	3.12454655380895
828	3.14975845410628
829	3.07358262967431
830	3.09879518072289
831	3.09025270758123
832	3.125
833	3.07803121248499
834	3.09352517985611
835	3.20479041916168
836	3.11004784688995
837	3.221027479092
838	3.12171837708831
839	3.07508939213349
840	3.1047619047619
841	3.24851367419738
842	3.19239904988124
843	3.27876631079478
844	3.11374407582938
845	3.09585798816568
846	3.07328605200946
847	3.19244391971665
848	3.2122641509434
849	3.20848056537102
850	3.15764705882353
851	3.09283196239718
852	3.15023474178404
853	3.1137162954279
854	3.03512880562061
855	3.11111111111111
856	3.10747663551402
857	3.22053675612602
858	3.0955710955711
859	3.16181606519208
860	3.10697674418605
861	3.06620209059233
862	3.18793503480278
863	3.22595596755504
864	3.11111111111111
865	3.22312138728324
866	3.08545034642032
867	3.11880046136101
868	3.14746543778802
869	3.17606444188723
870	3.20459770114943
871	3.04018369690011
872	3.07798165137615
873	3.12943871706758
874	3.24485125858124
875	3.12685714285714
876	3.19634703196347
877	3.22006841505131
878	3.11617312072893
879	3.21729237770193
880	3.24545454545455
881	3.19182746878547
882	3.16553287981859
883	3.17100792751982
884	3.09954751131222
885	3.05988700564972
886	3.13318284424379
887	3.19729425028185
888	3.21621621621622
889	3.1496062992126
890	3.15505617977528
891	3.15151515151515
892	3.21973094170404
893	3.09518477043673
894	3.16331096196868
895	3.1195530726257
896	3.05803571428571
897	3.11259754738016
898	3.20712694877506
899	3.15461624026696
900	3.20888888888889
901	3.15649278579356
902	3.17960088691796
903	3.17165005537099
904	3.08849557522124
905	3.14254143646409
906	3.26269315673289
907	3.16207276736494
908	3.1057268722467
909	3.09350935093509
910	3.12087912087912
911	3.14379802414929
912	3.1140350877193
913	3.1631982475356
914	3.13785557986871
915	3.13879781420765
916	3.09170305676856
917	3.09269356597601
918	3.14596949891068
919	3.13819368879217
920	3.10434782608696
921	3.12269272529859
922	3.2060737527115
923	3.19393282773564
924	3.22510822510823
925	3.10486486486486
926	3.13606911447084
927	3.25782092772384
928	3.12068965517241
929	3.15177610333692
930	3.23440860215054
931	3.12781954887218
932	3.18884120171674
933	3.10396570203644
934	3.13918629550321
935	3.26844919786096
936	3.11965811965812
937	3.24439701173959
938	3.12579957356077
939	3.15228966986155
940	3.19148936170213
941	3.06907545164718
942	3.20169851380042
943	3.19406150583245
944	3.06779661016949
945	3.22539682539683
946	3.17970401691332
947	3.10031678986272
948	3.15189873417722
949	3.17808219178082
950	3.08210526315789
951	3.28916929547844
952	3.15546218487395
953	3.14795383001049
954	3.16142557651992
955	3.12879581151832
956	3.10460251046025
957	3.15987460815047
958	3.1231732776618
959	3.09489051094891
960	3.1
961	3.105098855359
962	3.02702702702703
963	3.10280373831776
964	3.17427385892116
965	3.13782383419689
966	3.11801242236025
967	3.14788004136505
968	3.06611570247934
969	3.14963880288958
970	3.08865979381443
971	3.06076210092688
972	3.13991769547325
973	3.1983556012333
974	3.15811088295688
975	3.1425641025641
976	3.13114754098361
977	3.23848515864893
978	3.06748466257669
979	3.25638406537283
980	3.0734693877551
981	3.09072375127421
982	3.17718940936864
983	3.15768056968464
984	3.17479674796748
985	3.11472081218274
986	3.0709939148073
987	3.00303951367781
988	3.22672064777328
989	3.21941354903943
990	3.15151515151515
991	3.16044399596367
992	3.21370967741935
993	3.202416918429
994	3.16297786720322
995	3.1678391959799
996	3.12449799196787
997	3.08525576730191
998	3.1623246492986
999	3.003003003003
1000	3.156
1001	3.2007992007992
1002	3.03792415169661
1003	3.10269192422732
1004	3.20318725099602
1005	3.20398009950249
1006	3.13717693836978
1007	3.17378351539225
1008	3.1468253968254
1009	3.16352824578791
1010	3.12871287128713
1011	3.18100890207715
1012	3.10276679841897
1013	3.1431391905232
1014	3.19132149901381
1015	3.07389162561576
1016	3.15748031496063
1017	3.1701081612586
1018	3.13163064833006
1019	3.05004906771344
1020	3.06666666666667
1021	3.14201762977473
1022	3.13111545988258
1023	3.0772238514174
1024	3.1484375
1025	3.09853658536585
1026	3.09941520467836
1027	3.14703018500487
1028	3.17898832684825
1029	3.17589893100097
1030	3.15339805825243
1031	3.16973811833172
1032	3.24418604651163
1033	3.18296224588577
1034	3.13346228239845
1035	3.23478260869565
1036	3.1042471042471
1037	3.11668273866924
1038	3.20231213872832
1039	3.18383060635226
1040	3.18846153846154
1041	3.04322766570605
1042	3.17850287907869
1043	3.14860977948226
1044	3.20306513409962
1045	3.1311004784689
1046	3.10133843212237
1047	3.07163323782235
1048	3.12977099236641
1049	3.10009532888465
1050	3.14285714285714
1051	3.07897240723121
1052	3.14068441064639
1053	3.21367521367521
1054	3.03984819734345
1055	3.16208530805687
1056	3.10227272727273
1057	3.07284768211921
1058	3.14933837429112
1059	3.08215297450425
1060	3.08301886792453
1061	3.05749293119698
1062	3.18267419962335
1063	3.07055503292568
1064	3.15789473684211
1065	3.1887323943662
1066	3.14071294559099
1067	3.05529522024367
1068	3.15355805243446
1069	3.16931711880262
1070	3.14392523364486
1071	3.1671335200747
1072	3.12313432835821
1073	3.20596458527493
1074	3.21415270018622
1075	3.21116279069767
1076	3.17843866171004
1077	3.19777158774373
1078	3.1873840445269
1079	3.09545875810936
1080	3.18518518518519
1081	3.18223866790009
1082	3.1460258780037
1083	3.25023084025854
1084	3.07380073800738
1085	3.03778801843318
1086	3.14548802946593
1087	3.10579576816927
1088	3.14705882352941
1089	3.10376492194674
1090	3.11559633027523
1091	3.09440879926673
1092	3.12820512820513
1093	3.14364135407136
1094	3.08957952468007
1095	3.18538812785388
1096	3.13503649635036
1097	3.14676390154968
1098	3.20582877959927
1099	3.13011828935396
1100	3.12363636363636
1101	3.14623069936421
1102	3.05989110707804
1103	3.02810516772439
1104	3.1268115942029
1105	3.17828054298643
1106	3.25497287522604
1107	3.11833785004517
1108	3.09386281588448
1109	3.09828674481515
1110	3.14234234234234
1111	3.18631863186319
1112	3.18345323741007
1113	3.04761904761905
1114	3.11310592459605
1115	3.19282511210762
1116	3.17921146953405
1117	3.22649955237243
1118	3.04114490161002
1119	3.14924039320822
1120	3.11071428571429
1121	3.1757359500446
1122	3.19073083778966
1123	3.15227070347284
1124	3.13167259786477
1125	3.17866666666667
1126	3.14031971580817
1127	3.1907719609583
1128	3.04609929078014
1129	3.04340124003543
1130	3.12566371681416
1131	3.19009725906278
1132	3.24381625441696
1133	3.12091791703442
1134	3.12169312169312
1135	3.14361233480176
1136	3.10915492957746
1137	3.24714160070361
1138	3.18453427065026
1139	3.17822651448639
1140	3.1859649122807
1141	3.14110429447853
1142	3.12784588441331
1143	3.12160979877515
1144	3.16083916083916
1145	3.13362445414847
1146	3.20069808027923
1147	3.21883173496077
1148	3.05574912891986
1149	3.09138381201044
1150	3.15826086956522
1151	3.18331885317116
1152	3.18055555555556
1153	3.13963573287077
1154	3.16464471403813
1155	3.11688311688312
1156	3.23875432525952
1157	3.15643906655143
1158	3.05354058721934
1159	3.15444348576359
1160	3.17931034482759
1161	3.18001722652885
1162	3.22203098106713
1163	3.13671539122958
1164	3.14776632302405
1165	3.03175965665236
1166	3.10463121783877
1167	3.13624678663239
1168	3.16780821917808
1169	3.13088109495295
1170	3.13504273504274
1171	3.15627668659266
1172	3.1740614334471
1173	3.15771526001705
1174	3.15161839863714
1175	3.13872340425532
1176	3.10884353741497
1177	3.16397621070518
1178	3.18166383701188
1179	3.20949957591179
1180	3.08813559322034
1181	3.14987298899238
1182	3.14720812182741
1183	3.19864750633981
1184	3.15878378378378
1185	3.20675105485232
1186	3.07251264755481
1187	3.1541701769166
1188	3.13804713804714
1189	3.1623212783852
1190	3.05546218487395
1191	3.14357682619647
1192	3.08053691275168
1193	3.12154233025985
1194	3.0251256281407
1195	3.11966527196653
1196	3.14715719063545
1197	3.0843776106934
1198	3.14524207011686
1199	3.1326105087573
1200	3.13333333333333
1201	3.15736885928393
1202	3.12146422628952
1203	3.14214463840399
1204	3.08637873754153
1205	3.13029045643154
1206	3.17744610281924
1207	3.14498757249379
1208	3.15894039735099
1209	3.17617866004963
1210	3.13057851239669
1211	3.14781172584641
1212	3.12211221122112
1213	3.11953833470734
1214	3.07742998352554
1215	3.19012345679012
1216	3.11184210526316
1217	3.13557929334429
1218	3.17241379310345
1219	3.17309269893355
1220	3.10819672131148
1221	3.13841113841114
1222	3.10310965630115
1223	3.07113654946852
1224	3.10130718954248
1225	3.1934693877551
1226	3.20065252854812
1227	3.16218418907905
1228	3.28664495114007
1229	3.17656631407649
1230	3.07642276422764
1231	3.06092607636068
1232	3.0974025974026
1233	3.0786699107867
1234	3.10210696920583
1235	3.12874493927126
1236	3.16828478964401
1237	3.11721907841552
1238	3.21163166397415
1239	3.17675544794189
1240	3.16774193548387
1241	3.05882352941176
1242	3.2109500805153
1243	3.17296862429606
1244	3.16077170418006
1245	3.18393574297189
1246	3.16211878009631
1247	3.16279069767442
1248	3.10576923076923
1249	3.1128903122498
1250	3.056
1251	3.13029576338929
1252	3.08626198083067
1253	3.2146847565842
1254	3.15151515151515
1255	3.08844621513944
1256	3.1656050955414
1257	3.08671439936356
1258	3.08426073131955
1259	3.07545671167593
1260	3.13650793650794
1261	3.20063441712926
1262	3.17591125198098
1263	3.16389548693587
1264	3.18987341772152
1265	3.1399209486166
1266	3.2480252764613
1267	3.13812154696133
1268	3.0788643533123
1269	3.17415287628054
1270	3.19370078740157
1271	3.12824547600315
1272	3.15094339622642
1273	3.13275726630008
1274	3.13657770800628
1275	3.04941176470588
1276	3.15987460815047
1277	3.09162098668755
1278	3.13615023474178
1279	3.24003127443315
1280	3.146875
1281	3.15066354410617
1282	3.08580343213729
1283	3.10210444271239
1284	3.10280373831776
1285	3.1875486381323
1286	3.15396578538103
1287	3.12043512043512
1288	3.08074534161491
1289	3.17455391776571
1290	3.15038759689922
1291	3.12316034082107
1292	3.08978328173375
1293	3.1430781129157
1294	3.16537867078825
1295	3.15057915057915
1296	3.10493827160494
1297	3.13646877409406
1298	3.1617873651772
1299	3.21785989222479
1300	3.14153846153846
1301	3.09300538047656
1302	3.12135176651306
1303	3.22026093630084
1304	3.06748466257669
1305	3.1816091954023
1306	3.16385911179173
1307	3.14919663351186
1308	3.13149847094801
1309	3.15355233002292
1310	3.18778625954198
1311	3.09992372234935
1312	3.20731707317073
1313	3.19268849961919
1314	3.11415525114155
1315	3.20304182509506
1316	3.09422492401216
1317	3.11921032649962
1318	3.07132018209408
1319	3.15087187263078
1320	3.2
1321	3.13398940196821
1322	3.16490166414523
1323	3.19879062736206
1324	3.15407854984894
1325	3.22415094339623
1326	3.18853695324284
1327	3.16804822908817
1328	3.21686746987952
1329	3.21143717080512
1330	3.16992481203008
1331	3.12847483095417
1332	3.07807807807808
1333	3.18679669917479
1334	3.19640179910045
1335	3.18801498127341
1336	3.13473053892216
1337	3.1413612565445
1338	3.08520179372197
1339	3.17251680358476
1340	3.1044776119403
1341	3.15287099179717
1342	3.17734724292101
1343	3.15711094564408
1344	3.16666666666667
1345	3.13754646840149
1346	3.08766716196137
1347	3.14179658500371
1348	3.16023738872404
1349	3.18458117123795
1350	3.08740740740741
1351	3.00814211695041
1352	3.06804733727811
1353	3.12490761271249
1354	3.07828655834564
1355	3.07011070110701
1356	3.12684365781711
1357	3.05084745762712
1358	3.20471281296024
1359	3.13171449595291
1360	3.14705882352941
1361	3.09478324761205
1362	3.16299559471366
1363	3.06676449009538
1364	3.09384164222874
1365	3.15018315018315
1366	3.14787701317716
1367	3.19239209948793
1368	3.19590643274854
1369	3.24324324324324
1370	3.15328467153285
1371	3.05762217359592
1372	3.16034985422741
1373	3.16387472687546
1374	3.09752547307132
1375	3.19127272727273
1376	3.18313953488372
1377	3.06753812636166
1378	3.16690856313498
1379	3.0572878897752
1380	3.20579710144928
1381	3.15423606082549
1382	3.17800289435601
1383	3.14389009399855
