IATA,ID,CITY_NAME,STATE_NAME,label,region
ITH,12397,"Ithaca/Cortland, NY",New York,"ITH - Ithaca/Cortland, NY",Northeast
LAX,12892,"Los Angeles, CA",California,"LAX - Los Angeles, CA",Pacific
LGA,12953,"New York, NY",New York,"LGA - New York, NY",Northeast
LNK,13029,"Lincoln, NE",Nebraska,"LNK - Lincoln, NE",Midwest
MHK,13290,"Manhattan/Ft. Riley, KS",Kansas,"MHK - Manhattan/Ft. Riley, KS",Southwest
MKC,13341,"Kansas City, MO",Missouri,"MKC - Kansas City, MO",Midwest
OGD,13829,"Ogden, UT",Utah,"OGD - Ogden, UT",Southwest
ORH,13933,"Worcester, MA",Massachusetts,"ORH - Worcester, MA",Northeast
PVU,14314,"Provo, UT",Utah,"PVU - Provo, UT",Southwest
BUR,10800,"Burbank, CA",California,"BUR - Burbank, CA",Pacific
C01,10857,"Camarillo, CA",California,"C01 - Camarillo, CA",Pacific
COE,11098,"Coeur d'Alene, ID",Idaho,"COE - Coeur d'Alene, ID",Northwest
VNY,15618,"Van Nuys, CA",California,"VNY - Van Nuys, CA",Pacific
GUM,12016,"Guam, TT",U.S. Pacific Trust Territories and Possessions,"GUM - Guam, TT",Pacific
ROP,14582,"Rota, TT",U.S. Pacific Trust Territories and Possessions,"ROP - Rota, TT",Pacific
MCG,13196,"McGrath, AK",Alaska,"MCG - McGrath, AK",Alaska
BET,10551,"Bethel, AK",Alaska,"BET - Bethel, AK",Alaska
JNU,12523,"Juneau, AK",Alaska,"JNU - Juneau, AK",Alaska
KTN,12819,"Ketchikan, AK",Alaska,"KTN - Ketchikan, AK",Alaska
OME,13873,"Nome, AK",Alaska,"OME - Nome, AK",Alaska
OTZ,13970,"Kotzebue, AK",Alaska,"OTZ - Kotzebue, AK",Alaska
YAK,15991,"Yakutat, AK",Alaska,"YAK - Yakutat, AK",Alaska
ILI,12321,"Iliamna, AK",Alaska,"ILI - Iliamna, AK",Alaska
ADQ,10170,"Kodiak, AK",Alaska,"ADQ - Kodiak, AK",Alaska
AOS,10324,"Amook Bay, AK",Alaska,"AOS - Amook Bay, AK",Alaska
KMY,12743,"Moser Bay, AK",Alaska,"KMY - Moser Bay, AK",Alaska
KYK,12866,"Karluk, AK",Alaska,"KYK - Karluk, AK",Alaska
SYB,15091,"Seal Bay, AK",Alaska,"SYB - Seal Bay, AK",Alaska
UGI,15446,"Uganik, AK",Alaska,"UGI - Uganik, AK",Alaska
WFB,15741,"Ketchikan, AK",Alaska,"WFB - Ketchikan, AK",Alaska
ABL,10139,"Ambler, AK",Alaska,"ABL - Ambler, AK",Alaska
AKI,10241,"Akiak, AK",Alaska,"AKI - Akiak, AK",Alaska
ANI,10304,"Aniak, AK",Alaska,"ANI - Aniak, AK",Alaska
ANV,10313,"Anvik, AK",Alaska,"ANV - Anvik, AK",Alaska
BKC,10640,"Buckland, AK",Alaska,"BKC - Buckland, AK",Alaska
CHU,10996,"Chuathbaluk, AK",Alaska,"CHU - Chuathbaluk, AK",Alaska
CYF,11227,"Chefornak, AK",Alaska,"CYF - Chefornak, AK",Alaska
DRG,11411,"Deering, AK",Alaska,"DRG - Deering, AK",Alaska
EEK,11492,"Eek, AK",Alaska,"EEK - Eek, AK",Alaska
EMK,11550,"Emmonak, AK",Alaska,"EMK - Emmonak, AK",Alaska
GAM,11845,"Gambell, AK",Alaska,"GAM - Gambell, AK",Alaska
GNU,11952,"Goodnews Bay, AK",Alaska,"GNU - Goodnews Bay, AK",Alaska
HCR,12087,"Holy Cross, AK",Alaska,"HCR - Holy Cross, AK",Alaska
HPB,12195,"Hooper Bay, AK",Alaska,"HPB - Hooper Bay, AK",Alaska
IAN,12268,"Kiana, AK",Alaska,"IAN - Kiana, AK",Alaska
KKA,12704,"Koyuk, AK",Alaska,"KKA - Koyuk, AK",Alaska
KOT,12769,"Kotlik, AK",Alaska,"KOT - Kotlik, AK",Alaska
KPN,12779,"Kipnuk, AK",Alaska,"KPN - Kipnuk, AK",Alaska
KSM,12807,"St. Mary's, AK",Alaska,"KSM - St. Mary's, AK",Alaska
KTS,12822,"Brevig Mission, AK",Alaska,"KTS - Brevig Mission, AK",Alaska
KUK,12831,"Kasigluk, AK",Alaska,"KUK - Kasigluk, AK",Alaska
KVL,12844,"Kivalina, AK",Alaska,"KVL - Kivalina, AK",Alaska
KWN,12853,"Quinhagak, AK",Alaska,"KWN - Quinhagak, AK",Alaska
KWT,12855,"Kwethluk, AK",Alaska,"KWT - Kwethluk, AK",Alaska
MOU,13434,"Mountain Village, AK",Alaska,"MOU - Mountain Village, AK",Alaska
NME,13710,"Nightmute, AK",Alaska,"NME - Nightmute, AK",Alaska
NUP,13770,"Nunapitchuk, AK",Alaska,"NUP - Nunapitchuk, AK",Alaska
OBU,13806,"Kobuk, AK",Alaska,"OBU - Kobuk, AK",Alaska
OOK,13894,"Toksook, AK",Alaska,"OOK - Toksook, AK",Alaska
ORV,13942,"Noorvik, AK",Alaska,"ORV - Noorvik, AK",Alaska
PHO,14102,"Point Hope, AK",Alaska,"PHO - Point Hope, AK",Alaska
PKA,14130,"Napaskiak, AK",Alaska,"PKA - Napaskiak, AK",Alaska
PQS,14234,"Pilot Station, AK",Alaska,"PQS - Pilot Station, AK",Alaska
RDV,14493,"Red Devil, AK",Alaska,"RDV - Red Devil, AK",Alaska
RSH,14627,"Russian Mission, AK",Alaska,"RSH - Russian Mission, AK",Alaska
SCM,14718,"Scammon Bay, AK",Alaska,"SCM - Scammon Bay, AK",Alaska
SHH,14805,"Shishmaref, AK",Alaska,"SHH - Shishmaref, AK",Alaska
SHX,14816,"Shageluk, AK",Alaska,"SHX - Shageluk, AK",Alaska
SKK,14856,"Shaktoolik, AK",Alaska,"SKK - Shaktoolik, AK",Alaska
SMK,14895,"St. Michael, AK",Alaska,"SMK - St. Michael, AK",Alaska
SVA,15049,"Savoonga, AK",Alaska,"SVA - Savoonga, AK",Alaska
SXP,15085,"Sheldon Point, AK",Alaska,"SXP - Sheldon Point, AK",Alaska
TNK,15282,"Tununak, AK",Alaska,"TNK - Tununak, AK",Alaska
UNK,15478,"Unalakleet, AK",Alaska,"UNK - Unalakleet, AK",Alaska
VAK,15554,"Chevak, AK",Alaska,"VAK - Chevak, AK",Alaska
WAA,15709,"Wales, AK",Alaska,"WAA - Wales, AK",Alaska
WLK,15785,"Selawik, AK",Alaska,"WLK - Selawik, AK",Alaska
WNA,15798,"Napakiak, AK",Alaska,"WNA - Napakiak, AK",Alaska
WTK,15861,"Noatak, AK",Alaska,"WTK - Noatak, AK",Alaska
WTL,15862,"Tuntutuliak, AK",Alaska,"WTL - Tuntutuliak, AK",Alaska
WWT,15887,"Newtok, AK",Alaska,"WWT - Newtok, AK",Alaska
HNH,12171,"Hoonah, AK",Alaska,"HNH - Hoonah, AK",Alaska
AKN,10245,"King Salmon, AK",Alaska,"AKN - King Salmon, AK",Alaska
ATK,10396,"Atqasuk, AK",Alaska,"ATK - Atqasuk, AK",Alaska
CDB,10917,"Cold Bay, AK",Alaska,"CDB - Cold Bay, AK",Alaska
CDV,10926,"Cordova, AK",Alaska,"CDV - Cordova, AK",Alaska
DLG,11336,"Dillingham, AK",Alaska,"DLG - Dillingham, AK",Alaska
DUT,11445,"Unalaska, AK",Alaska,"DUT - Unalaska, AK",Alaska
EGX,11511,"Egegik, AK",Alaska,"EGX - Egegik, AK",Alaska
FAI,11630,"Fairbanks, AK",Alaska,"FAI - Fairbanks, AK",Alaska
KLW,12728,"Klawock, AK",Alaska,"KLW - Klawock, AK",Alaska
NCN,13629,"Chenega, AK",Alaska,"NCN - Chenega, AK",Alaska
PSG,14256,"Petersburg, AK",Alaska,"PSG - Petersburg, AK",Alaska
SDP,14738,"Sandpoint, AK",Alaska,"SDP - Sandpoint, AK",Alaska
SNP,14919,"St. Paul, AK",Alaska,"SNP - St. Paul, AK",Alaska
STG,15012,"St. George Island, AK",Alaska,"STG - St. George Island, AK",Alaska
TEK,15171,"Tatitlek, AK",Alaska,"TEK - Tatitlek, AK",Alaska
WRG,15841,"Wrangell, AK",Alaska,"WRG - Wrangell, AK",Alaska
BRW,10754,"Barrow, AK",Alaska,"BRW - Barrow, AK",Alaska
FWA,11823,"Fort Wayne, IN",Indiana,"FWA - Fort Wayne, IN",Midwest
GSP,11996,"Greer, SC",South Carolina,"GSP - Greer, SC",Southeast
JAN,12448,"Jackson/Vicksburg, MS",Mississippi,"JAN - Jackson/Vicksburg, MS",Southeast
RDB,14485,"Red Dog, AK",Alaska,"RDB - Red Dog, AK",Alaska
SCC,14709,"Deadhorse, AK",Alaska,"SCC - Deadhorse, AK",Alaska
TCL,15153,"Tuscaloosa, AL",Alabama,"TCL - Tuscaloosa, AL",Southeast
PPG,14222,"Pago Pago, TT",U.S. Pacific Trust Territories and Possessions,"PPG - Pago Pago, TT",Pacific
CKX,11036,"Chicken, AK",Alaska,"CKX - Chicken, AK",Alaska
TKJ,15236,"Tok, AK",Alaska,"TKJ - Tok, AK",Alaska
BVU,16390,"Beluga, AK",Alaska,"BVU - Beluga, AK",Alaska
JZE,12583,"Trading Bay, AK",Alaska,"JZE - Trading Bay, AK",Alaska
MRI,13467,"Anchorage, AK",Alaska,"MRI - Anchorage, AK",Alaska
SKW,14863,"Skwentna, AK",Alaska,"SKW - Skwentna, AK",Alaska
TYE,15406,"Tyonek, AK",Alaska,"TYE - Tyonek, AK",Alaska
XWA,15934,"Granite Point, AK",Alaska,"XWA - Granite Point, AK",Alaska
ACT,10155,"Waco, TX",Texas,"ACT - Waco, TX",Southwest
ADS,10171,"Dallas, TX",Texas,"ADS - Dallas, TX",Southwest
BFI,10559,"Seattle, WA",Washington,"BFI - Seattle, WA",Northwest
BMG,10683,"Bloomington, IN",Indiana,"BMG - Bloomington, IN",Midwest
BYH,10838,"Blytheville, AR",Arkansas,"BYH - Blytheville, AR",Southeast
CPR,11122,"Casper, WY",Wyoming,"CPR - Casper, WY",Northwest
DTW,11433,"Detroit, MI",Michigan,"DTW - Detroit, MI",Midwest
HSV,12217,"Huntsville, AL",Alabama,"HSV - Huntsville, AL",Southeast
ILG,12320,"Wilmington, DE",Delaware,"ILG - Wilmington, DE",Northeast
LGC,12955,"LaGrange, GA",Georgia,"LGC - LaGrange, GA",Southeast
LUK,13105,"Cincinnati, OH",Ohio,"LUK - Cincinnati, OH",Midwest
LZU,13151,"Lawrenceville, GA",Georgia,"LZU - Lawrenceville, GA",Southeast
QMA,14397,"Kennesaw, GA",Georgia,"QMA - Kennesaw, GA",Southeast
RWI,14656,"Rocky Mount, NC",North Carolina,"RWI - Rocky Mount, NC",Southeast
SGH,14785,"Springfield, OH",Ohio,"SGH - Springfield, OH",Midwest
BGM,10577,"Binghamton, NY",New York,"BGM - Binghamton, NY",Northeast
FBS,11646,"Friday Harbor, WA",Washington,"FBS - Friday Harbor, WA",Northwest
KEH,12652,"Kenmore, WA",Washington,"KEH - Kenmore, WA",Northwest
LKE,13002,"Seattle, WA",Washington,"LKE - Seattle, WA",Northwest
PUL,14295,"Poulsbo, WA",Washington,"PUL - Poulsbo, WA",Northwest
RCE,14477,"Roche Harbor, WA",Washington,"RCE - Roche Harbor, WA",Northwest
RNT,14572,"Renton, WA",Washington,"RNT - Renton, WA",Northwest
RSJ,14628,"Rosario, WA",Washington,"RSJ - Rosario, WA",Northwest
WA1,16651,"Camp Orkila Eastsound, WA",Washington,"WA1 - Camp Orkila Eastsound, WA",Northwest
AUS,10423,"Austin, TX",Texas,"AUS - Austin, TX",Southwest
ABE,10135,"Allentown/Bethlehem/Easton, PA",Pennsylvania,"ABE - Allentown/Bethlehem/Easton, PA",Northeast
ALB,10257,"Albany, NY",New York,"ALB - Albany, NY",Northeast
BHM,10599,"Birmingham, AL",Alabama,"BHM - Birmingham, AL",Southeast
DRT,11415,"Del Rio, TX",Texas,"DRT - Del Rio, TX",Southwest
JVL,12571,"Beloit/Janesville, WI",Wisconsin,"JVL - Beloit/Janesville, WI",Midwest
1G4,10011,"Peach Springs, AZ",Arizona,"1G4 - Peach Springs, AZ",Southwest
AZ1,10463,"Grand Canyon, AZ",Arizona,"AZ1 - Grand Canyon, AZ",Southwest
BLD,10661,"Boulder City, NV",Nevada,"BLD - Boulder City, NV",Pacific
FLG,11695,"Flagstaff, AZ",Arizona,"FLG - Flagstaff, AZ",Southwest
GCN,11869,"Grand Canyon, AZ",Arizona,"GCN - Grand Canyon, AZ",Southwest
L41,16428,"Marble Canyon, AZ",Arizona,"L41 - Marble Canyon, AZ",Southwest
PGA,14081,"Page, AZ",Arizona,"PGA - Page, AZ",Southwest
BTI,10775,"Barter Island, AK",Alaska,"BTI - Barter Island, AK",Alaska
GAL,11844,"Galena, AK",Alaska,"GAL - Galena, AK",Alaska
HOM,12184,"Homer, AK",Alaska,"HOM - Homer, AK",Alaska
KAL,12615,"Kaltag, AK",Alaska,"KAL - Kaltag, AK",Alaska
KLG,12719,"Kalskag, AK",Alaska,"KLG - Kalskag, AK",Alaska
MLL,13369,"Marshall, AK",Alaska,"MLL - Marshall, AK",Alaska
NUI,13767,"Nuiqsut, AK",Alaska,"NUI - Nuiqsut, AK",Alaska
PAQ,14013,"Palmer, AK",Alaska,"PAQ - Palmer, AK",Alaska
TOG,15293,"Togiak, AK",Alaska,"TOG - Togiak, AK",Alaska
DUJ,11441,"DuBois, PA",Pennsylvania,"DUJ - DuBois, PA",Northeast
MGW,13282,"Morgantown, WV",West Virginia,"MGW - Morgantown, WV",Northeast
ABQ,10140,"Albuquerque, NM",New Mexico,"ABQ - Albuquerque, NM",Southwest
ABY,10146,"Albany, GA",Georgia,"ABY - Albany, GA",Southeast
BIL,10620,"Billings, MT",Montana,"BIL - Billings, MT",Northwest
BOI,10713,"Boise, ID",Idaho,"BOI - Boise, ID",Northwest
CID,11003,"Cedar Rapids/Iowa City, IA",Iowa,"CID - Cedar Rapids/Iowa City, IA",Midwest
CLT,11057,"Charlotte, NC",North Carolina,"CLT - Charlotte, NC",Southeast
FAT,11638,"Fresno, CA",California,"FAT - Fresno, CA",Pacific
ICT,12278,"Wichita, KS",Kansas,"ICT - Wichita, KS",Southwest
JAX,12451,"Jacksonville, FL",Florida,"JAX - Jacksonville, FL",Southeast
LAN,12884,"Lansing, MI",Michigan,"LAN - Lansing, MI",Midwest
LAS,12889,"Las Vegas, NV",Nevada,"LAS - Las Vegas, NV",Pacific
LBB,12896,"Lubbock, TX",Texas,"LBB - Lubbock, TX",Southwest
LFT,12951,"Lafayette, LA",Louisiana,"LFT - Lafayette, LA",Southeast
LGB,12954,"Long Beach, CA",California,"LGB - Long Beach, CA",Pacific
PIA,14108,"Peoria, IL",Illinois,"PIA - Peoria, IL",Midwest
PIE,14112,"St. Petersburg, FL",Florida,"PIE - St. Petersburg, FL",Southeast
PNS,14193,"Pensacola, FL",Florida,"PNS - Pensacola, FL",Southeast
RFD,14512,"Rockford, IL",Illinois,"RFD - Rockford, IL",Midwest
EGE,11503,"Eagle, CO",Colorado,"EGE - Eagle, CO",Southwest
MMU,13398,"Morristown, NJ",New Jersey,"MMU - Morristown, NJ",Northeast
SMO,14898,"Santa Monica, CA",California,"SMO - Santa Monica, CA",Pacific
CPX,11126,"Culebra, PR",Puerto Rico,"CPX - Culebra, PR",Southeast
SIG,14819,"San Juan, PR",Puerto Rico,"SIG - San Juan, PR",Southeast
VQS,15626,"Vieques, PR",Puerto Rico,"VQS - Vieques, PR",Southeast
CHS,10994,"Charleston, SC",South Carolina,"CHS - Charleston, SC",Southeast
IAB,12263,"Wichita, KS",Kansas,"IAB - Wichita, KS",Southwest
ILN,12324,"Wilmington, OH",Ohio,"ILN - Wilmington, OH",Midwest
MZJ,13587,"Marana, AZ",Arizona,"MZJ - Marana, AZ",Southwest
NGU,13667,"Norfolk, VA",Virginia,"NGU - Norfolk, VA",Northeast
PAE,14004,"Everett, WA",Washington,"PAE - Everett, WA",Northwest
PSM,14259,"Portsmouth, NH",New Hampshire,"PSM - Portsmouth, NH",Northeast
RME,14553,"Rome, NY",New York,"RME - Rome, NY",Northeast
SUU,15045,"Fairfield, CA",California,"SUU - Fairfield, CA",Pacific
SCK,14716,"Stockton, CA",California,"SCK - Stockton, CA",Pacific
WRI,15842,"Fort Dix, NJ",New Jersey,"WRI - Fort Dix, NJ",Northeast
BLI,10666,"Bellingham, WA",Washington,"BLI - Bellingham, WA",Northwest
CLM,11050,"Port Angeles, WA",Washington,"CLM - Port Angeles, WA",Northwest
CVO,11198,"Corvallis, OR",Oregon,"CVO - Corvallis, OR",Northwest
DRO,11413,"Durango, CO",Colorado,"DRO - Durango, CO",Southwest
EAT,11470,"Wenatchee, WA",Washington,"EAT - Wenatchee, WA",Northwest
ENA,11555,"Kenai, AK",Alaska,"ENA - Kenai, AK",Alaska
ESD,11588,"Eastsound, WA",Washington,"ESD - Eastsound, WA",Northwest
EUG,11603,"Eugene, OR",Oregon,"EUG - Eugene, OR",Northwest
FMN,11711,"Farmington, NM",New Mexico,"FMN - Farmington, NM",Southwest
FRD,11762,"Friday Harbor, WA",Washington,"FRD - Friday Harbor, WA",Northwest
GTF,12003,"Great Falls, MT",Montana,"GTF - Great Falls, MT",Northwest
GUP,12018,"Gallup, NM",New Mexico,"GUP - Gallup, NM",Southwest
HII,12132,"Lake Havasu City, AZ",Arizona,"HII - Lake Havasu City, AZ",Southwest
IDA,12280,"Idaho Falls, ID",Idaho,"IDA - Idaho Falls, ID",Northwest
LGD,12956,"La Grande, OR",Oregon,"LGD - La Grande, OR",Northwest
LMT,13024,"Klamath Falls, OR",Oregon,"LMT - Klamath Falls, OR",Northwest
LWS,13127,"Lewiston, ID",Idaho,"LWS - Lewiston, ID",Northwest
MAF,13158,"Midland/Odessa, TX",Texas,"MAF - Midland/Odessa, TX",Southwest
ABI,10136,"Abilene, TX",Texas,"ABI - Abilene, TX",Southwest
ALO,10268,"Waterloo, IA",Iowa,"ALO - Waterloo, IA",Midwest
BTR,10781,"Baton Rouge, LA",Louisiana,"BTR - Baton Rouge, LA",Southeast
CHO,10990,"Charlottesville, VA",Virginia,"CHO - Charlottesville, VA",Northeast
COS,11109,"Colorado Springs, CO",Colorado,"COS - Colorado Springs, CO",Southwest
COU,11111,"Columbia, MO",Missouri,"COU - Columbia, MO",Midwest
DOV,11375,"Dover, DE",Delaware,"DOV - Dover, DE",Northeast
GRB,11977,"Green Bay, WI",Wisconsin,"GRB - Green Bay, WI",Midwest
MCF,13195,"Tampa, FL",Florida,"MCF - Tampa, FL",Southeast
NZY,13791,"San Diego, CA",California,"NZY - San Diego, CA",Pacific
SFB,14761,"Sanford, FL",Florida,"SFB - Sanford, FL",Southeast
ELD,11531,"El Dorado, AR",Arkansas,"ELD - El Dorado, AR",Southeast
HIK,12134,"Honolulu, HI",Hawaii,"HIK - Honolulu, HI",Pacific
MCC,13192,"Sacramento, CA",California,"MCC - Sacramento, CA",Pacific
MHV,13297,"Mojave, CA",California,"MHV - Mojave, CA",Pacific
NUW,13772,"Whidbey Island, WA",Washington,"NUW - Whidbey Island, WA",Northwest
UAM,15422,"Guam, TT",U.S. Pacific Trust Territories and Possessions,"UAM - Guam, TT",Pacific
VAD,15550,"Valdosta, GA",Georgia,"VAD - Valdosta, GA",Southeast
HOU,12191,"Houston, TX",Texas,"HOU - Houston, TX",Southwest
BGR,10581,"Bangor, ME",Maine,"BGR - Bangor, ME",Northeast
OSC,13947,"Oscoda, MI",Michigan,"OSC - Oscoda, MI",Midwest
AIA,10221,"Alliance, NE",Nebraska,"AIA - Alliance, NE",Midwest
CDR,10925,"Chadron, NE",Nebraska,"CDR - Chadron, NE",Midwest
A20,10033,"Alpine, AK",Alaska,"A20 - Alpine, AK",Alaska
RQI,14601,"Nixon Fork Mine, AK",Alaska,"RQI - Nixon Fork Mine, AK",Alaska
GFK,11898,"Grand Forks, ND",North Dakota,"GFK - Grand Forks, ND",Midwest
HUF,12228,"Terre Haute, IN",Indiana,"HUF - Terre Haute, IN",Midwest
LCH,12915,"Lake Charles, LA",Louisiana,"LCH - Lake Charles, LA",Southeast
LRU,13072,"Las Cruces, NM",New Mexico,"LRU - Las Cruces, NM",Southwest
MGM,13277,"Montgomery, AL",Alabama,"MGM - Montgomery, AL",Southeast
MWA,13543,"Marion/Herrin, IL",Illinois,"MWA - Marion/Herrin, IL",Midwest
PUB,14288,"Pueblo, CO",Colorado,"PUB - Pueblo, CO",Southwest
ABR,10141,"Aberdeen, SD",South Dakota,"ABR - Aberdeen, SD",Midwest
ACV,10157,"Arcata/Eureka, CA",California,"ACV - Arcata/Eureka, CA",Pacific
APN,10333,"Alpena, MI",Michigan,"APN - Alpena, MI",Midwest
ATW,10408,"Appleton, WI",Wisconsin,"ATW - Appleton, WI",Midwest
AUO,10419,"Auburn, AL",Alabama,"AUO - Auburn, AL",Southeast
AVP,10434,"Scranton/Wilkes-Barre, PA",Pennsylvania,"AVP - Scranton/Wilkes-Barre, PA",Northeast
BFF,10558,"Scottsbluff, NE",Nebraska,"BFF - Scottsbluff, NE",Midwest
BFL,10561,"Bakersfield, CA",California,"BFL - Bakersfield, CA",Pacific
BFM,10562,"Mobile, AL",Alabama,"BFM - Mobile, AL",Southeast
BIH,10617,"Bishop, CA",California,"BIH - Bishop, CA",Pacific
BIS,10627,"Bismarck/Mandan, ND",North Dakota,"BIS - Bismarck/Mandan, ND",Midwest
BJI,10631,"Bemidji, MN",Minnesota,"BJI - Bemidji, MN",Midwest
BKW,10654,"Beckley, WV",West Virginia,"BKW - Beckley, WV",Northeast
BMI,10685,"Bloomington/Normal, IL",Illinois,"BMI - Bloomington/Normal, IL",Midwest
BQN,10732,"Aguadilla, PR",Puerto Rico,"BQN - Aguadilla, PR",Southeast
BTV,10785,"Burlington, VT",Vermont,"BTV - Burlington, VT",Northeast
BWD,10817,"Brownwood, TX",Texas,"BWD - Brownwood, TX",Southwest
BZN,10849,"Bozeman, MT",Montana,"BZN - Bozeman, MT",Northwest
CDC,10918,"Cedar City, UT",Utah,"CDC - Cedar City, UT",Southwest
CEC,10930,"Crescent City, CA",California,"CEC - Crescent City, CA",Pacific
CHA,10980,"Chattanooga, TN",Tennessee,"CHA - Chattanooga, TN",Southeast
CIC,11002,"Chico, CA",California,"CIC - Chico, CA",Pacific
CIU,11013,"Sault Ste. Marie, MI",Michigan,"CIU - Sault Ste. Marie, MI",Midwest
CMX,11076,"Hancock/Houghton, MI",Michigan,"CMX - Hancock/Houghton, MI",Midwest
COD,11097,"Cody, WY",Wyoming,"COD - Cody, WY",Northwest
CWA,11203,"Mosinee, WI",Wisconsin,"CWA - Mosinee, WI",Midwest
DHN,11308,"Dothan, AL",Alabama,"DHN - Dothan, AL",Southeast
DIK,11315,"Dickinson, ND",North Dakota,"DIK - Dickinson, ND",Midwest
DLH,11337,"Duluth, MN",Minnesota,"DLH - Duluth, MN",Midwest
EAR,11468,"Kearney, NE",Nebraska,"EAR - Kearney, NE",Midwest
EKA,11522,"Eureka, CA",California,"EKA - Eureka, CA",Pacific
ELM,11537,"Elmira/Corning, NY",New York,"ELM - Elmira/Corning, NY",Northeast
ESC,11587,"Escanaba, MI",Michigan,"ESC - Escanaba, MI",Midwest
EWN,11617,"New Bern/Morehead/Beaufort, NC",North Carolina,"EWN - New Bern/Morehead/Beaufort, NC",Southeast
EYW,11624,"Key West, FL",Florida,"EYW - Key West, FL",Southeast
FCA,11648,"Kalispell, MT",Montana,"FCA - Kalispell, MT",Northwest
GCK,11867,"Garden City, KS",Kansas,"GCK - Garden City, KS",Southwest
GJT,11921,"Grand Junction, CO",Colorado,"GJT - Grand Junction, CO",Southwest
GRI,11980,"Grand Island, NE",Nebraska,"GRI - Grand Island, NE",Midwest
HDN,12094,"Hayden, CO",Colorado,"HDN - Hayden, CO",Southwest
HTS,12223,"Ashland, WV",West Virginia,"HTS - Ashland, WV",Northeast
ILM,12323,"Wilmington, NC",North Carolina,"ILM - Wilmington, NC",Southeast
IMT,12335,"Iron Mountain/Kingsfd, MI",Michigan,"IMT - Iron Mountain/Kingsfd, MI",Midwest
IPL,12363,"El Centro, CA",California,"IPL - El Centro, CA",Pacific
IPT,12365,"Williamsport, PA",Pennsylvania,"IPT - Williamsport, PA",Northeast
ISN,12389,"Williston, ND",North Dakota,"ISN - Williston, ND",Midwest
IYK,12436,"Inyokern, CA",California,"IYK - Inyokern, CA",Pacific
JAC,12441,"Jackson, WY",Wyoming,"JAC - Jackson, WY",Northwest
JHM,12492,"Kapalua, HI",Hawaii,"JHM - Kapalua, HI",Pacific
JHW,12494,"Jamestown, NY",New York,"JHW - Jamestown, NY",Northeast
LBF,12899,"North Platte, NE",Nebraska,"LBF - North Platte, NE",Midwest
LNY,13034,"Lanai, HI",Hawaii,"LNY - Lanai, HI",Pacific
MCW,13211,"Mason City, IA",Iowa,"MCW - Mason City, IA",Midwest
NZC,13788,"Jacksonville, FL",Florida,"NZC - Jacksonville, FL",Southeast
OGA,13827,"Ogallala, NE",Nebraska,"OGA - Ogallala, NE",Midwest
PRB,14236,"Paso Robles, CA",California,"PRB - Paso Robles, CA",Pacific
RIW,14534,"Riverton/Lander, WY",Wyoming,"RIW - Riverton/Lander, WY",Northwest
SQA,14965,"Santa Ynez, CA",California,"SQA - Santa Ynez, CA",Pacific
KGX,12676,"Grayling, AK",Alaska,"KGX - Grayling, AK",Alaska
KYU,12868,"Koyukuk, AK",Alaska,"KYU - Koyukuk, AK",Alaska
AVL,10431,"Asheville, NC",North Carolina,"AVL - Asheville, NC",Southeast
CAK,10874,"Akron, OH",Ohio,"CAK - Akron, OH",Midwest
CLU,11058,"Columbus, IN",Indiana,"CLU - Columbus, IN",Midwest
EVV,11612,"Evansville, IN",Indiana,"EVV - Evansville, IN",Midwest
MFD,13255,"Mansfield, OH",Ohio,"MFD - Mansfield, OH",Midwest
MKG,13344,"Muskegon, MI",Michigan,"MKG - Muskegon, MI",Midwest
MRC,13464,"Columbia, TN",Tennessee,"MRC - Columbia, TN",Southeast
ONA,13881,"Winona, MN",Minnesota,"ONA - Winona, MN",Midwest
TRI,15323,"Bristol/Johnson City/Kingsport, TN",Tennessee,"TRI - Bristol/Johnson City/Kingsport, TN",Southeast
ALN,10267,"Alton, IL",Illinois,"ALN - Alton, IL",Midwest
EGV,11510,"Eagle River, WI",Wisconsin,"EGV - Eagle River, WI",Midwest
MCN,13203,"Macon, GA",Georgia,"MCN - Macon, GA",Southeast
ORL,13936,"Orlando, FL",Florida,"ORL - Orlando, FL",Southeast
PSP,14262,"Palm Springs, CA",California,"PSP - Palm Springs, CA",Pacific
AIN,10225,"Wainwright, AK",Alaska,"AIN - Wainwright, AK",Alaska
AKP,10247,"Anaktuvuk Pass, AK",Alaska,"AKP - Anaktuvuk Pass, AK",Alaska
ARC,10349,"Arctic Village, AK",Alaska,"ARC - Arctic Village, AK",Alaska
FYU,11833,"Fort Yukon, AK",Alaska,"FYU - Fort Yukon, AK",Alaska
HSL,12214,"Huslia, AK",Alaska,"HSL - Huslia, AK",Alaska
HUS,12235,"Hughes, AK",Alaska,"HUS - Hughes, AK",Alaska
RBY,14474,"Ruby, AK",Alaska,"RBY - Ruby, AK",Alaska
VDZ,15579,"Valdez, AK",Alaska,"VDZ - Valdez, AK",Alaska
PDB,14046,"Pedro Bay, AK",Alaska,"PDB - Pedro Bay, AK",Alaska
CYS,11233,"Cheyenne, WY",Wyoming,"CYS - Cheyenne, WY",Northwest
MTM,13504,"Metlakatla, AK",Alaska,"MTM - Metlakatla, AK",Alaska
OCF,13809,"Ocala, FL",Florida,"OCF - Ocala, FL",Southeast
PTH,14273,"Port Heiden, AK",Alaska,"PTH - Port Heiden, AK",Alaska
VEE,15581,"Venetie, AK",Alaska,"VEE - Venetie, AK",Alaska
