IATA,ID,CITY_NAME,STATE_NAME,label,region
VGT,15589,"Las Vegas, NV",Nevada,"VGT - Las Vegas, NV",Pacific
GCY,11870,"Greeneville, TN",Tennessee,"GCY - Greeneville, TN",Southeast
AND,10300,"Anderson, SC",South Carolina,"AND - Anderson, SC",Southeast
FKL,11684,"Franklin/Oil City, PA",Pennsylvania,"FKL - Franklin/Oil City, PA",Northeast
F70,11627,"Murrieta/Temecula, CA",California,"F70 - Murrieta/Temecula, CA",Pacific
NY1,13781,"Kingston, NY",New York,"NY1 - Kingston, NY",Northeast
ORI,13934,"Port Lions, AK",Alaska,"ORI - Port Lions, AK",Alaska
RMP,14559,"Rampart, AK",Alaska,"RMP - Rampart, AK",Alaska
KCG,12635,"Chignik Bay, AK",Alaska,"KCG - Chignik Bay, AK",Alaska
KCQ,12641,"Chignik, AK",Alaska,"KCQ - Chignik, AK",Alaska
KPV,12784,"Perryville, AK",Alaska,"KPV - Perryville, AK",Alaska
AGN,10204,"Angoon, AK",Alaska,"AGN - Angoon, AK",Alaska
KNK,12748,"Kokhanok, AK",Alaska,"KNK - Kokhanok, AK",Alaska
NNL,13715,"Nondalton, AK",Alaska,"NNL - Nondalton, AK",Alaska
ECP,11481,"Panama City, FL",Florida,"ECP - Panama City, FL",Southeast
KXA,12857,"Kasaan, AK",Alaska,"KXA - Kasaan, AK",Alaska
WMK,15793,"Meyers Chuck, AK",Alaska,"WMK - Meyers Chuck, AK",Alaska
CLP,11053,"Clarks Point, AK",Alaska,"CLP - Clarks Point, AK",Alaska
KGK,12671,"Koliganek, AK",Alaska,"KGK - Koliganek, AK",Alaska
LIJ,12983,"Long Island, AK",Alaska,"LIJ - Long Island, AK",Alaska
AIK,10224,"Aiken, SC",South Carolina,"AIK - Aiken, SC",Southeast
BDR,10535,"Bridgeport, CT",Connecticut,"BDR - Bridgeport, CT",Northeast
VT1,16588,"West Dover, VT",Vermont,"VT1 - West Dover, VT",Northeast
GFL,11899,"Glens Falls, NY",New York,"GFL - Glens Falls, NY",Northeast
PPV,14229,"Port Protection, AK",Alaska,"PPV - Port Protection, AK",Alaska
APC,10327,"Napa, CA",California,"APC - Napa, CA",Pacific
MNT,13415,"Minto, AK",Alaska,"MNT - Minto, AK",Alaska
NLG,13704,"Nelson Lagoon, AK",Alaska,"NLG - Nelson Lagoon, AK",Alaska
HVN,12244,"New Haven, CT",Connecticut,"HVN - New Haven, CT",Northeast
LEB,12932,"Lebanon-Hanover, NH",New Hampshire,"LEB - Lebanon-Hanover, NH",Northeast
LEW,12944,"Lewiston/Auburn, ME",Maine,"LEW - Lewiston/Auburn, ME",Northeast
ROG,14577,"Rogers, AR",Arkansas,"ROG - Rogers, AR",Southeast
HYL,12253,"Hollis, AK",Alaska,"HYL - Hollis, AK",Alaska
PEC,14062,"Pelican, AK",Alaska,"PEC - Pelican, AK",Alaska
06A,10006,"Kizhuyak, AK",Alaska,"06A - Kizhuyak, AK",Alaska
A29,10042,"Kiluda Bay, AK",Alaska,"A29 - Kiluda Bay, AK",Alaska
AKK,10243,"Akhiok, AK",Alaska,"AKK - Akhiok, AK",Alaska
DGB,11299,"Danger Bay, AK",Alaska,"DGB - Danger Bay, AK",Alaska
KLN,12721,"Larsen Bay, AK",Alaska,"KLN - Larsen Bay, AK",Alaska
PCT,14044,"Princeton, NJ",New Jersey,"PCT - Princeton, NJ",Northeast
BKG,10643,"Branson, MO",Missouri,"BKG - Branson, MO",Midwest
BPT,10728,"Beaumont/Port Arthur, TX",Texas,"BPT - Beaumont/Port Arthur, TX",Southwest
AUG,10414,"Augusta/Waterville, ME",Maine,"AUG - Augusta/Waterville, ME",Northeast
MTP,13507,"Montauk Point, NY",New York,"MTP - Montauk Point, NY",Northeast
NY7,16498,"Skaneateles, NY",New York,"NY7 - Skaneateles, NY",Northeast
OXC,13987,"Waterbury, CT",Connecticut,"OXC - Waterbury, CT",Northeast
PNE,14182,"Philadelphia, PA",Pennsylvania,"PNE - Philadelphia, PA",Northeast
RUT,14648,"Rutland, VT",Vermont,"RUT - Rutland, VT",Northeast
VGC,16454,"Hamilton, NY",New York,"VGC - Hamilton, NY",Northeast
LVK,13117,"Livermore, CA",California,"LVK - Livermore, CA",Pacific
FDK,11656,"Frederick, MD",Maryland,"FDK - Frederick, MD",Northeast
SSI,14996,"Brunswick, GA",Georgia,"SSI - Brunswick, GA",Southeast
UES,15440,"Waukesha, WI",Wisconsin,"UES - Waukesha, WI",Midwest
BHB,10589,"Bar Harbor, ME",Maine,"BHB - Bar Harbor, ME",Northeast
OLH,13863,"Old Harbor, AK",Alaska,"OLH - Old Harbor, AK",Alaska
DHB,16603,"Deer Harbor, WA",Washington,"DHB - Deer Harbor, WA",Northwest
BID,10613,"Block Island, RI",Rhode Island,"BID - Block Island, RI",Northeast
MSV,13493,"Monticello, NY",New York,"MSV - Monticello, NY",Northeast
N3Y,16724,"Ticonderoga, NY",New York,"N3Y - Ticonderoga, NY",Northeast
NPT,13731,"Newport, RI",Rhode Island,"NPT - Newport, RI",Northeast
WST,15855,"Westerly, RI",Rhode Island,"WST - Westerly, RI",Northeast
CZF,11241,"Cape Romanzof, AK",Alaska,"CZF - Cape Romanzof, AK",Alaska
AK6,16581,"Gold King 2, AK",Alaska,"AK6 - Gold King 2, AK",Alaska
SVS,15061,"Stevens Village, AK",Alaska,"SVS - Stevens Village, AK",Alaska
BML,10687,"Berlin, NH",New Hampshire,"BML - Berlin, NH",Northeast
PSF,14255,"Pittsfield, MA",Massachusetts,"PSF - Pittsfield, MA",Northeast
JEF,12474,"Jefferson City, MO",Missouri,"JEF - Jefferson City, MO",Midwest
DVL,11447,"Devils Lake, ND",North Dakota,"DVL - Devils Lake, ND",Midwest
INL,12343,"International Falls, MN",Minnesota,"INL - International Falls, MN",Midwest
SPI,14952,"Springfield, IL",Illinois,"SPI - Springfield, IL",Midwest
JMS,12519,"Jamestown, ND",North Dakota,"JMS - Jamestown, ND",Midwest
EAU,11471,"Eau Claire, WI",Wisconsin,"EAU - Eau Claire, WI",Midwest
IML,12332,"Imperial, NE",Nebraska,"IML - Imperial, NE",Midwest
ART,10361,"Watertown, NY",New York,"ART - Watertown, NY",Northeast
FID,11675,"Fishers Island, NY",New York,"FID - Fishers Island, NY",Northeast
GED,11883,"Georgetown, DE",Delaware,"GED - Georgetown, DE",Northeast
NH3,16731,"Haverhill, NH",New Hampshire,"NH3 - Haverhill, NH",Northeast
VA2,15546,"Chesapeake, VA",Virginia,"VA2 - Chesapeake, VA",Northeast
TEX,15177,"Telluride, CO",Colorado,"TEX - Telluride, CO",Southwest
FMY,11714,"Fort Myers, FL",Florida,"FMY - Fort Myers, FL",Southeast
TWA,15385,"Twin Hills, AK",Alaska,"TWA - Twin Hills, AK",Alaska
KEB,12649,"Nanwalek, AK",Alaska,"KEB - Nanwalek, AK",Alaska
BLM,10670,"Belmar/Farmingdale, NJ",New Jersey,"BLM - Belmar/Farmingdale, NJ",Northeast
ONH,13884,"Oneonta, NY",New York,"ONH - Oneonta, NY",Northeast
ZXU,16353,"North Kingstown, RI",Rhode Island,"ZXU - North Kingstown, RI",Northeast
DXR,11456,"Danbury, CT",Connecticut,"DXR - Danbury, CT",Northeast
LOU,13044,"Louisville, KY",Kentucky,"LOU - Louisville, KY",Midwest
BJC,10630,"Broomfield, CO",Colorado,"BJC - Broomfield, CO",Southwest
AL8,16737,"Scottsboro, AL",Alabama,"AL8 - Scottsboro, AL",Southeast
AR3,16738,"Bentonville, AR",Arkansas,"AR3 - Bentonville, AR",Southeast
T1N,16741,"Selmer, TN",Tennessee,"T1N - Selmer, TN",Southeast
MXY,13564,"McCarthy, AK",Alaska,"MXY - McCarthy, AK",Alaska
LWM,13125,"Lawrence, MA",Massachusetts,"LWM - Lawrence, MA",Northeast
OWD,13984,"Norwood, MA",Massachusetts,"OWD - Norwood, MA",Northeast
ZXM,16345,"Saltery Cove, AK",Alaska,"ZXM - Saltery Cove, AK",Alaska
ELV,11545,"Elfin Cove, AK",Alaska,"ELV - Elfin Cove, AK",Alaska
DOF,11367,"Dora Bay, AK",Alaska,"DOF - Dora Bay, AK",Alaska
WWA,15881,"Wasilla, AK",Alaska,"WWA - Wasilla, AK",Alaska
BBX,10504,"Blue Bell, PA",Pennsylvania,"BBX - Blue Bell, PA",Northeast
HAR,12070,"Harrisburg, PA",Pennsylvania,"HAR - Harrisburg, PA",Northeast
A27,10040,"Pogo Mines, AK",Alaska,"A27 - Pogo Mines, AK",Alaska
KBC,12621,"Birch Creek, AK",Alaska,"KBC - Birch Creek, AK",Alaska
CXF,11214,"Coldfoot, AK",Alaska,"CXF - Coldfoot, AK",Alaska
LMA,13016,"Lake Minchumina, AK",Alaska,"LMA - Lake Minchumina, AK",Alaska
RLU,14551,"Bornite/Ruby Creek, AK",Alaska,"RLU - Bornite/Ruby Creek, AK",Alaska
ZXH,16340,"Chomondely Sound, AK",Alaska,"ZXH - Chomondely Sound, AK",Alaska
KPC,12774,"Port Clarence, AK",Alaska,"KPC - Port Clarence, AK",Alaska
WCR,15731,"Chandalar, AK",Alaska,"WCR - Chandalar, AK",Alaska
FQW,11756,"Fort Glenn, AK",Alaska,"FQW - Fort Glenn, AK",Alaska
IKK,12314,"Kankakee, IL",Illinois,"IKK - Kankakee, IL",Midwest
QQB,14412,"Keyes Point, AK",Alaska,"QQB - Keyes Point, AK",Alaska
HNS,12175,"Haines, AK",Alaska,"HNS - Haines, AK",Alaska
FVQ,11813,"Donlin Creek Mine, AK",Alaska,"FVQ - Donlin Creek Mine, AK",Alaska
CT6,16681,"East Haddam, CT",Connecticut,"CT6 - East Haddam, CT",Northeast
LCI,12916,"Laconia, NH",New Hampshire,"LCI - Laconia, NH",Northeast
LNS,13032,"Lancaster, PA",Pennsylvania,"LNS - Lancaster, PA",Northeast
MVL,13535,"Morrisville, VT",Vermont,"MVL - Morrisville, VT",Northeast
NAD,13599,"North Adams, MA",Massachusetts,"NAD - North Adams, MA",Northeast
NCO,13630,"North Kingstown, RI",Rhode Island,"NCO - North Kingstown, RI",Northeast
RKD,14539,"Rockland, ME",Maine,"RKD - Rockland, ME",Northeast
DKK,11331,"Dunkirk, NY",New York,"DKK - Dunkirk, NY",Northeast
BAF,10478,"Westfield, MA",Massachusetts,"BAF - Westfield, MA",Northeast
FHB,16363,"Fernandina Beach, FL",Florida,"FHB - Fernandina Beach, FL",Southeast
ME7,16736,"Stonington, ME",Maine,"ME7 - Stonington, ME",Northeast
N3C,16728,"Franklin, NC",North Carolina,"N3C - Franklin, NC",Southeast
VWK,15656,"Saratoga Springs, NY",New York,"VWK - Saratoga Springs, NY",Northeast
IN7,16742,"Indianapolis, IN",Indiana,"IN7 - Indianapolis, IN",Midwest
CRE,11135,"Myrtle Beach, SC",South Carolina,"CRE - Myrtle Beach, SC",Southeast
FFT,11669,"Frankfort, KY",Kentucky,"FFT - Frankfort, KY",Midwest
TKI,15235,"Tokeen, AK",Alaska,"TKI - Tokeen, AK",Alaska
JZU,12599,"Bennington, VT",Vermont,"JZU - Bennington, VT",Northeast
LEE,12934,"Leesburg, FL",Florida,"LEE - Leesburg, FL",Southeast
MA2,16479,"Montague, MA",Massachusetts,"MA2 - Montague, MA",Northeast
MSS,13490,"Massena, NY",New York,"MSS - Massena, NY",Northeast
OCA,12661,"Key Largo, FL",Florida,"OCA - Key Largo, FL",Southeast
EEN,11493,"Keene, NH",New Hampshire,"EEN - Keene, NH",Northeast
UBF,15427,"Chatham, MA",Massachusetts,"UBF - Chatham, MA",Northeast
DWH,11453,"Houston, TX",Texas,"DWH - Houston, TX",Southwest
A17,10030,"Port Vita, AK",Alaska,"A17 - Port Vita, AK",Alaska
A28,10041,"Ayakulik River, AK",Alaska,"A28 - Ayakulik River, AK",Alaska
DQU,11401,"Ketchikan, AK",Alaska,"DQU - Ketchikan, AK",Alaska
KBE,12622,"Bell Island, AK",Alaska,"KBE - Bell Island, AK",Alaska
WHD,15754,"Hyder, AK",Alaska,"WHD - Hyder, AK",Alaska
SKJ,14855,"Sitkinak, AK",Alaska,"SKJ - Sitkinak, AK",Alaska
KAE,12610,"Kake, AK",Alaska,"KAE - Kake, AK",Alaska
SAC,14672,"Sacramento, CA",California,"SAC - Sacramento, CA",Pacific
LVD,13115,"Lime Village, AK",Alaska,"LVD - Lime Village, AK",Alaska
SGY,14797,"Skagway, AK",Alaska,"SGY - Skagway, AK",Alaska
WSX,15856,"Westsound, WA",Washington,"WSX - Westsound, WA",Northwest
MOD,13424,"Modesto, CA",California,"MOD - Modesto, CA",Pacific
OLM,13865,"Olympia, WA",Washington,"OLM - Olympia, WA",Northwest
PRC,14237,"Prescott, AZ",Arizona,"PRC - Prescott, AZ",Southwest
6B0,16429,"Middlebury, VT",Vermont,"6B0 - Middlebury, VT",Northeast
EWB,11615,"New Bedford/Fall River, MA",Massachusetts,"EWB - New Bedford/Fall River, MA",Northeast
HHH,12124,"Hilton Head, SC",South Carolina,"HHH - Hilton Head, SC",Southeast
ME3,16540,"Belfast, ME",Maine,"ME3 - Belfast, ME",Northeast
MPV,13450,"Montpelier/Barre, VT",Vermont,"MPV - Montpelier/Barre, VT",Northeast
GEK,11885,"Ganes Creek, AK",Alaska,"GEK - Ganes Creek, AK",Alaska
CUB,11176,"Columbia, SC",South Carolina,"CUB - Columbia, SC",Southeast
CEZ,10950,"Cortez, CO",Colorado,"CEZ - Cortez, CO",Southwest
CT1,16441,"Plainville, CT",Connecticut,"CT1 - Plainville, CT",Northeast
ESN,11592,"Easton, MD",Maryland,"ESN - Easton, MD",Northeast
BEH,10543,"Benton Harbor/St. Joseph, MI",Michigan,"BEH - Benton Harbor/St. Joseph, MI",Midwest
HLN,12156,"Helena, MT",Montana,"HLN - Helena, MT",Northwest
CDW,10927,"Caldwell, NJ",New Jersey,"CDW - Caldwell, NJ",Northeast
VSF,15634,"Springfield, VT",Vermont,"VSF - Springfield, VT",Northeast
SBM,14695,"Sheboygan, WI",Wisconsin,"SBM - Sheboygan, WI",Midwest
A6K,16720,"Fairbanks1, AK",Alaska,"A6K - Fairbanks1, AK",Alaska
WWD,15882,"Cape May, NJ",New Jersey,"WWD - Cape May, NJ",Northeast
LKP,13008,"Lake Placid, NY",New York,"LKP - Lake Placid, NY",Northeast
NJ7,16727,"New Jersey, NJ",New Jersey,"NJ7 - New Jersey, NJ",Northeast
SEG,14751,"Selinsgrove, PA",Pennsylvania,"SEG - Selinsgrove, PA",Northeast
HIB,12129,"Hibbing, MN",Minnesota,"HIB - Hibbing, MN",Midwest
7AK,16567,"Akun, AK",Alaska,"7AK - Akun, AK",Alaska
SUA,15030,"Stuart, FL",Florida,"SUA - Stuart, FL",Southeast
THV,15203,"York, PA",Pennsylvania,"THV - York, PA",Northeast
CNY,11092,"Moab, UT",Utah,"CNY - Moab, UT",Southwest
MA5,16543,"Northampton, MA",Massachusetts,"MA5 - Northampton, MA",Northeast
MD2,16710,"Indian Head, MD",Maryland,"MD2 - Indian Head, MD",Northeast
TKF,15232,"Truckee, CA",California,"TKF - Truckee, CA",Pacific
VA4,15548,"Leesburg, VA",Virginia,"VA4 - Leesburg, VA",Northeast
WSG,15847,"Washington, PA",Pennsylvania,"WSG - Washington, PA",Northeast
MHM,13292,"Minchumina, AK",Alaska,"MHM - Minchumina, AK",Alaska
BCE,10511,"Bryce Canyon, UT",Utah,"BCE - Bryce Canyon, UT",Southwest
GQQ,11975,"Galion, OH",Ohio,"GQQ - Galion, OH",Midwest
CEU,10945,"Clemson, SC",South Carolina,"CEU - Clemson, SC",Southeast
O2H,16729,"Mount Vernon, OH",Ohio,"O2H - Mount Vernon, OH",Midwest
HHR,12127,"Hawthorne, CA",California,"HHR - Hawthorne, CA",Pacific
GUC,12012,"Gunnison, CO",Colorado,"GUC - Gunnison, CO",Southwest
PBK,14028,"Pack Creek, AK",Alaska,"PBK - Pack Creek, AK",Alaska
QMN,14400,"Mansfield, MA",Massachusetts,"QMN - Mansfield, MA",Northeast
FCM,11650,"Minneapolis, MN",Minnesota,"FCM - Minneapolis, MN",Midwest
DSI,11421,"Destin, FL",Florida,"DSI - Destin, FL",Southeast
UST,15497,"St. Augustine, FL",Florida,"UST - St. Augustine, FL",Southeast
PGC,16524,"Petersburg, WV",West Virginia,"PGC - Petersburg, WV",Northeast
TN7,15276,"Winchester, TN",Tennessee,"TN7 - Winchester, TN",Southeast
ZZV,16361,"Zanesville, OH",Ohio,"ZZV - Zanesville, OH",Midwest
T6X,16745,"Houston, TX",Texas,"T6X - Houston, TX",Southwest
DLO,11341,"Dolomi, AK",Alaska,"DLO - Dolomi, AK",Alaska
WA9,16515,"Brewster, WA",Washington,"WA9 - Brewster, WA",Northwest
ARB,10348,"Ann Arbor, MI",Michigan,"ARB - Ann Arbor, MI",Midwest
JGG,12484,"Williamsburg, VA",Virginia,"JGG - Williamsburg, VA",Northeast
ATO,10400,"Athens, OH",Ohio,"ATO - Athens, OH",Midwest
GDV,11879,"Glendive, MT",Montana,"GDV - Glendive, MT",Northwest
CJR,14371,"Culpeper, VA",Virginia,"CJR - Culpeper, VA",Northeast
HES,12103,"Hermiston, OR",Oregon,"HES - Hermiston, OR",Northwest
DIO,11317,"Diomede Island, AK",Alaska,"DIO - Diomede Island, AK",Alaska
ISS,12394,"Wiscasset, ME",Maine,"ISS - Wiscasset, ME",Northeast
PTD,14270,"Port Alexander, AK",Alaska,"PTD - Port Alexander, AK",Alaska
GTY,16682,"Gettysburg, PA",Pennsylvania,"GTY - Gettysburg, PA",Northeast
HAO,12068,"Hamilton, OH",Ohio,"HAO - Hamilton, OH",Midwest
PGM,14088,"Port Graham, AK",Alaska,"PGM - Port Graham, AK",Alaska
MBL,13182,"Manistee/Ludington, MI",Michigan,"MBL - Manistee/Ludington, MI",Midwest
N1Y,16680,"Canandaigua, NY",New York,"N1Y - Canandaigua, NY",Northeast
PPC,14218,"Prospect Creek, AK",Alaska,"PPC - Prospect Creek, AK",Alaska
GWO,12039,"Greenwood, MS",Mississippi,"GWO - Greenwood, MS",Southeast
HBH,12079,"Hobart Bay, AK",Alaska,"HBH - Hobart Bay, AK",Alaska
DE2,16520,"Middletown, DE",Delaware,"DE2 - Middletown, DE",Northeast
RMN,14557,"Stafford, VA",Virginia,"RMN - Stafford, VA",Northeast
WVL,15879,"Augusta/Waterville, ME",Maine,"WVL - Augusta/Waterville, ME",Northeast
ENN,11559,"Nenana, AK",Alaska,"ENN - Nenana, AK",Alaska
CTX,11174,"Cortland, NY",New York,"CTX - Cortland, NY",Northeast
MD1,16463,"Michellville, MD",Maryland,"MD1 - Michellville, MD",Northeast
JBR,12455,"Jonesboro, AR",Arkansas,"JBR - Jonesboro, AR",Southeast
N4C,16750,"Sanford, NC",North Carolina,"N4C - Sanford, NC",Southeast
SYI,15093,"Shelbyville/Tullahoma, TN",Tennessee,"SYI - Shelbyville/Tullahoma, TN",Southeast
CON,11106,"Concord, NH",New Hampshire,"CON - Concord, NH",Northeast
DUA,11434,"Durant, OK",Oklahoma,"DUA - Durant, OK",Southwest
AYS,10460,"Waycross, GA",Georgia,"AYS - Waycross, GA",Southeast
TYR,15411,"Tyler, TX",Texas,"TYR - Tyler, TX",Southwest
JZY,12603,"Grangeville, ID",Idaho,"JZY - Grangeville, ID",Northwest
NH1,16548,"Hampton, NH",New Hampshire,"NH1 - Hampton, NH",Northeast
LPR,15534,"Lorain/Elyria, OH",Ohio,"LPR - Lorain/Elyria, OH",Midwest
A2K,10770,"Bartletts, AK",Alaska,"A2K - Bartletts, AK",Alaska
NY3,16704,"Brockport, NY",New York,"NY3 - Brockport, NY",Northeast
ME4,16553,"Oxford, ME",Maine,"ME4 - Oxford, ME",Northeast
GCC,11865,"Gillette, WY",Wyoming,"GCC - Gillette, WY",Northwest
SAA,14670,"Saratoga, WY",Wyoming,"SAA - Saratoga, WY",Northwest
AKB,10237,"Atka, AK",Alaska,"AKB - Atka, AK",Alaska
PYM,14332,"Plymouth, MA",Massachusetts,"PYM - Plymouth, MA",Northeast
MLC,13361,"McAlester, OK",Oklahoma,"MLC - McAlester, OK",Southwest
PA6,16643,"Pittsburgh1, PA",Pennsylvania,"PA6 - Pittsburgh1, PA",Northeast
HYS,12255,"Hays, KS",Kansas,"HYS - Hays, KS",Southwest
GMU,11947,"Greenville, SC",South Carolina,"GMU - Greenville, SC",Southeast
GSH,11994,"Goshen, IN",Indiana,"GSH - Goshen, IN",Midwest
HBG,12078,"Hattiesburg, MS",Mississippi,"HBG - Hattiesburg, MS",Southeast
NV5,16725,"Gerlach, NV",Nevada,"NV5 - Gerlach, NV",Pacific
RBH,14468,"Brooks Lodge, AK",Alaska,"RBH - Brooks Lodge, AK",Alaska
NJ1,13685,"Berlin, NJ",New Jersey,"NJ1 - Berlin, NJ",Northeast
IL2,16744,"Effingham, IL",Illinois,"IL2 - Effingham, IL",Midwest
VCT,15569,"Victoria, TX",Texas,"VCT - Victoria, TX",Southwest
DMN,11348,"Deming, NM",New Mexico,"DMN - Deming, NM",Southwest
TLF,15248,"Telida, AK",Alaska,"TLF - Telida, AK",Alaska
STE,15010,"Stevens Point, WI",Wisconsin,"STE - Stevens Point, WI",Midwest
SMN,14897,"Salmon, ID",Idaho,"SMN - Salmon, ID",Northwest
SPB,14945,"Charlotte Amalie, VI",U.S. Virgin Islands,"SPB - Charlotte Amalie, VI",Southeast
FWH,11824,"Fort Worth, TX",Texas,"FWH - Fort Worth, TX",Southwest
KWF,12847,"Waterfall, AK",Alaska,"KWF - Waterfall, AK",Alaska
ZXN,16346,"Clover Bay, AK",Alaska,"ZXN - Clover Bay, AK",Alaska
AK7,16584,"Rampart, AK",Alaska,"AK7 - Rampart, AK",Alaska
GBH,11859,"Galbraith Lake, AK",Alaska,"GBH - Galbraith Lake, AK",Alaska
