DISTANCE_mean,DISTANCE_sum,FREIGHT_mean,FREIGHT_sum,MAIL_mean,MAIL_sum,PASSENGERS_mean,PASSENGERS_sum,origin_dest,source,target,PASSENGERS_sum_norm,FREIGHT_sum_norm,MAIL_sum_norm,DISTANCE_mean_norm
708.0,6372.0,6.777777777777778,61.0,0.0,0.0,3230.8888888888887,29078.0,11057-13485,11057,13485,2.2865680859544386,2.0000027238714533,2.0,3.6
930.0,62310.0,849.9701492537314,56948.0,4535.298507462687,303865.0,4271.298507462687,286177.0,11057-13487,11057,13487,4.820317598671964,2.0025429349431607,2.171258508960687,4.101694915254237
651.0,27993.0,3318.2558139534885,142685.0,0.09302325581395349,4.0,5055.860465116279,217402.0,11057-13495,11057,13495,4.142529576403702,2.0063714032514732,2.0000022544025664,3.4711864406779664
1505.0,1505.0,0.0,0.0,0.0,0.0,6.0,6.0,11057-13502,11057,13502,2.000059130907068,2.0,2.0,5.401129943502825
157.0,4710.0,133.43333333333334,4003.0,18.333333333333332,550.0,4984.866666666667,149546.0,11057-13577,11057,13577,3.47379843806804,2.0001787484824307,2.0003099803528817,2.3548022598870055
191.0,6494.0,199.23529411764707,6774.0,8.382352941176471,285.0,2747.029411764706,93399.0,11057-13795,11057,13795,2.920461264875803,2.0003024836922276,2.000160626182857,2.431638418079096
2287.0,16009.0,0.0,0.0,0.0,0.0,142.57142857142858,998.0,11057-13796,11057,13796,2.009835440875663,2.0,2.0,7.168361581920904
940.0,14100.0,27.4,411.0,6.333333333333333,95.0,3006.733333333333,45101.0,11057-13851,11057,13851,2.444477173279838,2.0000183526420883,2.0000535420609524,4.124293785310734
913.0,22825.0,18.28,457.0,0.0,0.0,2519.56,62989.0,11057-13871,11057,13871,2.620766117552243,2.000020406709086,2.0,4.063276836158192
2078.0,18702.0,431869.1111111111,3886822.0,0.0,0.0,76.33333333333333,687.0,11057-13891,11057,13891,2.006770488859299,2.1735607129600063,2.0,6.696045197740113
599.0,50316.0,1858.7857142857142,156138.0,1678.642857142857,141006.0,7243.892857142857,608487.0,11057-13930,11057,13930,7.996731374859291,2.006972128541042,2.0794710720698686,3.3536723163841806
290.0,10730.0,4033.108108108108,149225.0,173.27027027027026,6411.0,5237.972972972973,193805.0,11057-13931,11057,13931,3.9099775740559863,2.006663437994191,2.0036132437133167,2.6553672316384183
590.0,7080.0,1965.8333333333333,23590.0,0.5,6.0,17156.25,205875.0,11057-14027,11057,14027,4.028929248774676,2.0010533791407803,2.00000338160385,3.3333333333333335
212.0,212.0,0.0,0.0,0.0,0.0,3.0,3.0,11057-14050,11057,14050,2.0000295654535343,2.0,2.0,2.47909604519774
2282.0,29666.0,1517.8461538461538,19732.0,23132.846153846152,300727.0,3873.230769230769,50352.0,11057-14057,11057,14057,2.4962265721156163,2.0008811054347553,2.1694899301473365,7.157062146892655
203.0,4872.0,458.0416666666667,10993.0,5.791666666666667,139.0,1876.0,45024.0,11057-14092,11057,14092,2.4437183266391305,2.0004908773588217,2.000078340489183,2.458757062146893
282.0,4794.0,388.05882352941177,6597.0,5.882352941176471,100.0,5702.823529411765,96948.0,11057-14098,11057,14098,2.955437196406593,2.0002945799996494,2.00005636006416,2.6372881355932205
449.0,31430.0,15253.614285714286,1067753.0,1354.9857142857143,94849.0,6381.185714285714,446683.0,11057-14100,11057,14100,6.402128493651093,2.047679047804398,2.0534569572554,3.014689265536723
1773.0,30141.0,13572.588235294117,230734.0,213233.0,3624961.0,29504.941176470587,501584.0,11057-14107,11057,14107,6.943186148475518,2.010303110753236,4.043030345385745,6.0067796610169495
607.0,1214.0,266.5,533.0,0.0,0.0,2117.0,4234.0,11057-14108,11057,14108,2.0417267100877328,2.0000238003849953,2.0,3.3717514124293784
514.0,514.0,20205.0,20205.0,8475.0,8475.0,0.0,0.0,11057-14112,11057,14112,2.0,2.0009022266019274,2.004776515437585,3.161581920903955
366.0,16470.0,5947.266666666666,267627.0,6380.177777777778,287108.0,6540.488888888889,294322.0,11057-14122,11057,14122,4.900587805016929,2.0119505171390273,2.1618142530093456,2.827118644067797
286.0,858.0,0.0,0.0,0.0,0.0,422.0,1266.0,11057-14131,11057,14131,2.012476621391372,2.0,2.0,2.6463276836158194
488.0,6832.0,178.71428571428572,2502.0,28.857142857142858,404.0,6025.5,84357.0,11057-14193,11057,14193,2.8313509879241545,2.000111723383223,2.0002276946592077,3.102824858757062
683.0,26637.0,652.7435897435897,25457.0,1.2307692307692308,48.0,4518.384615384615,176217.0,11057-14307,11057,14307,3.736645175136987,2.001136747468709,2.000027052830797,3.543502824858757
813.0,16260.0,222.4,4448.0,20.0,400.0,3453.1,69062.0,11057-14321,11057,14321,2.680616450656353,2.000198619347952,2.0002254402566413,3.8372881355932202
130.0,5460.0,26616.261904761905,1117883.0,6619.976190476191,278039.0,7745.642857142857,325317.0,11057-14492,11057,14492,5.20604821577963,2.049917534295594,2.1567029587906483,2.2937853107344632
652.0,1304.0,12470.0,24940.0,0.0,0.0,0.0,0.0,11057-14512,11057,14512,2.0,2.0011136615418,2.0,3.473446327683616
846.0,846.0,0.0,0.0,0.0,0.0,31.0,31.0,11057-14520,11057,14520,2.0003055096865188,2.0,2.0,3.911864406779661
257.0,12850.0,919.74,45987.0,10230.9,511545.0,5015.98,250799.0,11057-14524,11057,14524,4.471662060296005,2.0020534865005115,2.2883070902087916,2.5807909604519774
155.0,2790.0,809.1666666666666,14565.0,135.44444444444446,2438.0,5261.666666666667,94710.0,11057-14574,11057,14574,2.933381368070186,2.0006503801265563,2.001374058364228,2.3502824858757063
573.0,12033.0,1621.904761904762,34060.0,0.0,0.0,3446.9523809523807,72386.0,11057-14576,11057,14576,2.7133749731720886,2.0015209026509106,2.0,3.294915254237288
600.0,7200.0,2232.9166666666665,26795.0,20.083333333333332,241.0,19233.75,230805.0,11057-14635,11057,14635,4.274618167642691,2.001196494026164,2.0001358277546264,3.3559322033898304
2077.0,33232.0,2209.625,35354.0,41120.375,657926.0,7674.3125,122789.0,11057-14679,11057,14679,3.2101041579977836,2.0015786844486287,2.370807515727276,6.693785310734463
1095.0,39420.0,377.3888888888889,13586.0,9564.805555555555,344333.0,3054.5555555555557,109964.0,11057-14683,11057,14683,3.083711844139689,2.00060666422241,2.1940662997250757,4.474576271186441
213.0,6603.0,76.06451612903226,2358.0,32.74193548387097,1015.0,5698.387096774193,176650.0,11057-14685,11057,14685,3.7409124555970688,2.0001052932604475,2.000572054651227,2.48135593220339
371.0,4452.0,886.4166666666666,10637.0,114.91666666666667,1379.0,2145.5,25746.0,11057-14704,11057,14704,2.253730722229279,2.0004749806664046,2.0007772052847703,2.838418079096045
1765.0,3530.0,0.0,0.0,0.0,0.0,1.5,3.0,11057-14712,11057,14712,2.0000295654535343,2.0,2.0,5.988700564971752
2232.0,8928.0,1157548.25,4630193.0,0.0,0.0,0.0,0.0,11057-14716,11057,14716,2.0,2.2067549268328808,2.0,7.04406779661017
335.0,13400.0,485166.9,19406676.0,9955.25,398210.0,3546.625,141865.0,11057-14730,11057,14730,3.3981010218696754,2.8665785371040524,2.224431411492719,2.7570621468926553
2279.0,34185.0,14144.066666666668,212161.0,53739.13333333333,806087.0,9674.133333333333,145112.0,11057-14747,11057,14747,3.4301006977447033,2.009473758876097,2.454311150387814,7.150282485875707
444.0,444.0,0.0,0.0,0.0,0.0,74.0,74.0,11057-14761,11057,14761,2.0007292811871733,2.0,2.0,3.0033898305084747
2296.0,39032.0,16489.29411764706,280318.0,51348.470588235294,872924.0,17088.529411764706,290505.0,11057-14771,11057,14771,4.86297069297043,2.0125172163622422,2.4919805264706314,7.188700564971752
708.0,8496.0,36.833333333333336,442.0,0.0,0.0,2344.0,28128.0,11057-14783,11057,14783,2.2772056923353206,2.00001973690463,2.0,3.6
239.0,478.0,0.0,0.0,0.0,0.0,187.0,374.0,11057-14802,11057,14802,2.003685826540579,2.0,2.0,2.5401129943502827
764.0,764.0,3661.0,3661.0,0.0,0.0,0.0,0.0,11057-14814,11057,14814,2.0,2.0001634769408394,2.0,3.7265536723163843
2274.0,31836.0,1654.9285714285713,23169.0,0.0,0.0,704.0,9856.0,11057-14831,11057,14831,2.0971323700105557,2.0010345799623885,2.0,7.138983050847457
1475.0,17700.0,111513.0,1338156.0,31751.75,381021.0,12238.0,146856.0,11057-14843,11057,14843,3.4472880813991686,2.0597535234213735,2.2147436800642053,5.333333333333334
1727.0,70807.0,602.829268292683,24716.0,14795.731707317073,606625.0,2334.4634146341464,95713.0,11057-14869,11057,14869,2.9432660847017393,2.001103659128594,2.341894239212402,5.902824858757063
2244.0,29172.0,799.0769230769231,10388.0,20241.0,263133.0,3525.3846153846152,45830.0,11057-14893,11057,14893,2.451661578488614,2.0004638619124386,2.1483019276269144,7.071186440677966
2099.0,16792.0,0.0,0.0,0.0,0.0,76.375,611.0,11057-14908,11057,14908,2.00602149736977,2.0,2.0,6.743502824858758
576.0,576.0,0.0,0.0,0.0,0.0,66.0,66.0,11057-14952,11057,14952,2.000650439977749,2.0,2.0,3.301694915254237
547.0,6564.0,98.41666666666667,1181.0,0.0,0.0,6693.0,80316.0,11057-14986,11057,14986,2.79152632201378,2.0000527359374844,2.0,3.2361581920903957
575.0,15525.0,1274.2222222222222,34404.0,3879.296296296296,104741.0,6758.925925925926,182491.0,11057-15016,11057,15016,3.7984763936278783,2.001536263499763,2.0590320948021366,3.2994350282485874
1520.0,18240.0,4539.666666666667,54476.0,0.0,0.0,5088.416666666667,61061.0,11057-15024,11057,15024,2.6017653860810226,2.0024325511688494,2.0,5.435028248587571
1562.0,14058.0,49.22222222222222,443.0,0.0,0.0,462.22222222222223,4160.0,11057-15027,11057,15027,2.0409974289005595,2.0000197815582603,2.0,5.5299435028248585
967.0,967.0,0.0,0.0,0.0,0.0,60.0,60.0,11057-15048,11057,15048,2.000591309070681,2.0,2.0,4.185310734463277
603.0,22311.0,1514.945945945946,56053.0,1.4054054054054055,52.0,2715.675675675676,100480.0,11057-15096,11057,15096,2.990245590367356,2.0025029699439663,2.0000293072333633,3.36271186440678
386.0,5018.0,731.1538461538462,9505.0,52.92307692307692,688.0,5136.7692307692305,66778.0,11057-15249,11057,15249,2.6581072853657575,2.000424432756809,2.000387757241423,2.872316384180791
507.0,10140.0,7873.15,157463.0,8543.1,170862.0,20251.25,405025.0,11057-15304,11057,15304,5.9915826058771735,2.007031294601302,2.096297932825567,3.145762711864407
119.0,2499.0,69.04761904761905,1450.0,0.0,0.0,3036.7619047619046,63772.0,11057-15323,11057,15323,2.628482700924632,2.0000647477640583,2.0,2.2689265536723164
484.0,4840.0,0.0,0.0,0.0,0.0,1474.6,14746.0,11057-15356,11057,15356,2.1453240592710694,2.0,2.0,3.0937853107344635
842.0,10946.0,220.46153846153845,2866.0,24.153846153846153,314.0,3433.076923076923,44630.0,11057-15370,11057,15370,2.439835397074991,2.0001279773046834,2.0001769706014634,3.902824858757062
1735.0,1735.0,39.0,39.0,0.0,0.0,184.0,184.0,11057-15376,11057,15376,2.0018133478167557,2.000001741491585,2.0,5.9209039548022595
177.0,2832.0,7261.125,116178.0,327.6875,5243.0,7770.875,124334.0,11057-15412,11057,15412,3.2253303665678232,2.00518776947086,2.0029549581639245,2.4
363.0,4356.0,0.0,0.0,0.0,0.0,119.5,1434.0,11057-15497,11057,15497,2.0141322867892795,2.0,2.0,2.8203389830508474
535.0,2140.0,0.0,0.0,0.0,0.0,24.75,99.0,11057-15502,11057,15502,2.000975659966624,2.0,2.0,3.2090395480225986
460.0,5520.0,606.0,7272.0,0.0,0.0,4773.333333333333,57280.0,11057-15624,11057,15624,2.5645030594769325,2.000324721200159,2.0,3.0395480225988702
754.0,10556.0,117.5,1645.0,0.14285714285714285,2.0,4189.5,58653.0,11057-15919,11057,15919,2.5780341820443526,2.000073455221983,2.0000011272012834,3.7039548022598874
504.0,1008.0,1100.0,2200.0,0.0,0.0,67.0,134.0,11057-16091,11057,16091,2.0013205902578544,2.000098237986847,2.0,3.1389830508474574
221.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,11058-11376,11058,11376,2.0,2.0,2.0,2.4994350282485875
536.0,1072.0,837.5,1675.0,0.0,0.0,0.0,0.0,11058-12147,11058,12147,2.0,2.0000747948308946,2.0,3.2112994350282484
533.0,533.0,1696.0,1696.0,0.0,0.0,0.0,0.0,11058-12448,11058,12448,2.0,2.000075732557133,2.0,3.2045197740112994
227.0,908.0,3173.25,12693.0,0.0,0.0,0.0,0.0,11058-13461,11058,13461,2.0,2.000566788530476,2.0,2.5129943502824856
240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,11058-16091,11058,16091,2.0,2.0,2.0,2.542372881355932
1342.0,16104.0,0.0,0.0,0.0,0.0,30.666666666666668,368.0,11066-10140,11066,10140,2.003626695633511,2.0,2.0,5.032768361581921
444.0,3108.0,0.0,0.0,0.0,0.0,63.142857142857146,442.0,11066-10158,11066,10158,2.0043559768206842,2.0,2.0,3.0033898305084747
509.0,3563.0,0.0,0.0,0.0,0.0,15.857142857142858,111.0,11066-10257,11066,10257,2.00109392178076,2.0,2.0,3.1502824858757066
1081.0,1081.0,0.0,0.0,0.0,0.0,2.0,2.0,11066-10279,11066,10279,2.000019710302356,2.0,2.0,4.442937853107345
471.0,471.0,2000.0,2000.0,0.0,0.0,0.0,0.0,11066-10298,11066,10298,2.0,2.0000893072607697,2.0,3.064406779661017
447.0,11622.0,10875.038461538461,282751.0,9092.115384615385,236395.0,17632.5,458445.0,11066-10397,11066,10397,6.518044781806953,2.012625858644969,2.133232373671734,3.010169491525424
1073.0,19314.0,0.8888888888888888,16.0,0.0,0.0,75.16666666666667,1353.0,11066-10423,11066,10423,2.01333401954386,2.000000714458086,2.0,4.424858757062147
315.0,315.0,0.0,0.0,0.0,0.0,28.0,28.0,11066-10431,11066,10431,2.0002759442329845,2.0,2.0,2.711864406779661
1655.0,1655.0,0.0,0.0,0.0,0.0,215.0,215.0,11066-10466,11066,10466,2.002118857503274,2.0,2.0,5.740112994350282
550.0,6050.0,6.7272727272727275,74.0,0.0,0.0,39.18181818181818,431.0,11066-10529,11066,10529,2.0042475701577263,2.0000033043686485,2.0,3.2429378531073447
628.0,1884.0,0.0,0.0,0.0,0.0,14.666666666666666,44.0,11066-10540,11066,10540,2.0004336266518328,2.0,2.0,3.4192090395480226
1760.0,8800.0,0.0,0.0,0.0,0.0,120.6,603.0,11066-10590,11066,10590,2.0059426561603453,2.0,2.0,5.9774011299435035
492.0,2460.0,1181.0,5905.0,0.0,0.0,5.2,26.0,11066-10599,11066,10599,2.0002562339306285,2.000263679687423,2.0,3.1118644067796613
1177.0,1177.0,0.0,0.0,0.0,0.0,50.0,50.0,11066-10630,11066,10630,2.000492757558901,2.0,2.0,4.6598870056497175
207.0,414.0,0.0,0.0,0.0,0.0,32.0,64.0,11066-10683,11066,10683,2.000630729675393,2.0,2.0,2.4677966101694917
337.0,5392.0,2352.625,37642.0,0.0,0.0,4361.375,69782.0,11066-10693,11066,10693,2.687712159504527,2.0016808519549496,2.0,2.761581920903955
1728.0,20736.0,0.0,0.0,0.0,0.0,18.583333333333332,223.0,11066-10713,11066,10713,2.002197698712698,2.0,2.0,5.9050847457627125
640.0,19200.0,1609.2666666666667,48278.0,0.0,0.0,3248.4333333333334,97453.0,11066-10721,11066,10721,2.9604140477514926,2.0021557879677236,2.0,3.446327683615819
587.0,1761.0,0.0,0.0,0.0,0.0,11.0,33.0,11066-10785,11066,10785,2.000325219988875,2.0,2.0,3.3265536723163844
296.0,592.0,0.0,0.0,0.0,0.0,48.5,97.0,11066-10792,11066,10792,2.000955949664268,2.0,2.0,2.6689265536723163
1986.0,13902.0,122.0,854.0,0.0,0.0,32.0,224.0,11066-10800,11066,10800,2.0022075538638764,2.0000381342003486,2.0,6.488135593220339
337.0,7077.0,8619.047619047618,181000.0,0.0,0.0,5857.047619047619,122998.0,11066-10821,11066,10821,3.2121638845939895,2.008082307099672,2.0,2.761581920903955
429.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,11066-10868,11066,10868,2.0,2.0,2.0,2.969491525423729
99.0,297.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.0,11066-10874,11066,10874,2.000039420604712,2.0,2.0,2.223728813559322
131.0,131.0,0.0,0.0,0.0,0.0,3.0,3.0,11066-10965,11066,10965,2.0000295654535343,2.0,2.0,2.296045197740113
514.0,4626.0,1.0,9.0,0.0,0.0,76.88888888888889,692.0,11066-10994,11066,10994,2.006819764615189,2.0000004018826734,2.0,3.161581920903955
479.0,958.0,0.0,0.0,0.0,0.0,4.5,9.0,11066-11003,11066,11003,2.0000886963606024,2.0,2.0,3.082485875706215
112.0,224.0,0.0,0.0,0.0,0.0,31.0,62.0,11066-11042,11066,11042,2.000611019373037,2.0,2.0,2.2531073446327685
998.0,998.0,0.0,0.0,0.0,0.0,25.0,25.0,11066-11049,11066,11049,2.0002463787794507,2.0,2.0,4.255367231638418
347.0,11104.0,78.25,2504.0,80.96875,2591.0,5369.28125,171817.0,11066-11057,11066,11057,3.6932825099537028,2.0001118126904838,2.0014602892623934,2.784180790960452
286.0,572.0,0.0,0.0,0.0,0.0,35.5,71.0,11066-11067,11066,11067,2.0006997157336395,2.0,2.0,2.6463276836158194
402.0,1206.0,0.0,0.0,0.0,0.0,52.0,156.0,11066-11123,11066,11123,2.001537403583771,2.0,2.0,2.9084745762711863
132.0,132.0,0.0,0.0,0.0,0.0,42.0,42.0,11066-11146,11066,11146,2.0004139163494767,2.0,2.0,2.298305084745763
115.0,230.0,0.0,0.0,0.0,0.0,14.0,28.0,11066-11193,11066,11193,2.0002759442329845,2.0,2.0,2.2598870056497176
919.0,13785.0,8707.4,130611.0,0.0,0.0,2965.2,44478.0,11066-11259,11066,11259,2.4383374140959324,2.005832255318206,2.0,4.076836158192091
323.0,12597.0,663.7692307692307,25887.0,1.205128205128205,47.0,3394.7179487179487,132394.0,11066-11278,11066,11278,3.304762885062657,2.0011559485297745,2.000026489230155,2.7299435028248586
1154.0,77318.0,2614.492537313433,175171.0,774.7462686567164,51908.0,1975.8358208955224,132381.0,11066-11292,11066,11292,3.3046347680973427,2.0078220210881583,2.029255382104327,4.607909604519774
926.0,18520.0,2031.5,40630.0,387.7,7754.0,8522.35,170447.0,11066-11298,11066,11298,3.679780952839817,2.0018142770025396,2.0043701593749894,4.092655367231639
574.0,2870.0,0.0,0.0,0.0,0.0,51.8,259.0,11066-11423,11066,11423,2.002552484155107,2.0,2.0,3.297175141242938
155.0,9765.0,460.55555555555554,29015.0,14.063492063492063,886.0,1729.888888888889,108983.0,11066-11433,11066,11433,3.074043940834052,2.0012956250856186,2.00049935016846,2.3502824858757063
684.0,2736.0,0.0,0.0,0.0,0.0,26.0,104.0,11066-11481,11066,11481,2.001024935722514,2.0,2.0,3.545762711864407
347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,11066-11537,11066,11537,2.0,2.0,2.0,2.784180790960452
1428.0,5712.0,0.0,0.0,0.0,0.0,11.0,44.0,11066-11540,11066,11540,2.0004336266518328,2.0,2.0,5.227118644067797
463.0,19446.0,58.26190476190476,2447.0,0.0,0.0,2428.6666666666665,102004.0,11066-11618,11066,11618,3.005264840762657,2.000109267433552,2.0,3.0463276836158193
1066.0,2132.0,0.0,0.0,0.0,0.0,19.0,38.0,11066-11624,11066,11624,2.0003744957447647,2.0,2.0,4.409039548022599
1937.0,1937.0,0.0,0.0,0.0,0.0,10.0,10.0,11066-11627,11066,11627,2.00009855151178,2.0,2.0,6.377401129943503
973.0,11676.0,1151.3333333333333,13816.0,0.0,0.0,3155.25,37863.0,11066-11697,11066,11697,2.373145589053336,2.000616934557398,2.0,4.198870056497175
437.0,437.0,2963.0,2963.0,0.0,0.0,0.0,0.0,11066-11699,11066,11699,2.0,2.0001323087068306,2.0,2.987570621468927
503.0,2012.0,0.0,0.0,0.0,0.0,39.5,158.0,11066-11764,11066,11764,2.0015571138861272,2.0,2.0,3.136723163841808
756.0,756.0,0.0,0.0,0.0,0.0,85.0,85.0,11066-11775,11066,11775,2.0008376878501317,2.0,2.0,3.7084745762711866
139.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,11066-11823,11066,11823,2.0,2.0,2.0,2.314124293785311
1793.0,8965.0,0.0,0.0,0.0,0.0,31.2,156.0,11066-11884,11066,11884,2.001537403583771,2.0,2.0,6.051977401129943
897.0,897.0,0.0,0.0,0.0,0.0,38.0,38.0,11066-11898,11066,11898,2.0003744957447647,2.0,2.0,4.027118644067796
842.0,842.0,0.0,0.0,0.0,0.0,20.0,20.0,11066-11905,11066,11905,2.0001971030235604,2.0,2.0,3.902824858757062
711.0,711.0,0.0,0.0,0.0,0.0,41.0,41.0,11066-11953,11066,11953,2.000404061198299,2.0,2.0,3.606779661016949
747.0,4482.0,0.0,0.0,0.0,0.0,110.66666666666667,664.0,11066-11973,11066,11973,2.0065438203822046,2.0,2.0,3.688135593220339
241.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,11066-11986,11066,11986,2.0,2.0,2.0,2.544632768361582
313.0,1565.0,0.0,0.0,0.0,0.0,24.4,122.0,11066-11995,11066,11995,2.001202328443718,2.0,2.0,2.7073446327683617
354.0,1770.0,0.0,0.0,0.0,0.0,10.2,51.0,11066-11996,11066,11996,2.000502612710079,2.0,2.0,2.8
262.0,262.0,2412.0,2412.0,0.0,0.0,0.0,0.0,11066-12055,11066,12055,2.0,2.0001077045564886,2.0,2.592090395480226
4518.0,13554.0,0.0,0.0,0.0,0.0,5.666666666666667,17.0,11066-12173,11066,12173,2.0001675375700265,2.0,2.0,12.210169491525424
1001.0,10010.0,283.7,2837.0,0.0,0.0,239.9,2399.0,11066-12191,11066,12191,2.0236425076760676,2.000126682349402,2.0,4.262146892655368
489.0,4401.0,0.0,0.0,0.0,0.0,25.333333333333332,228.0,11066-12197,11066,12197,2.0022469744685885,2.0,2.0,3.1050847457627118
1274.0,5096.0,8.75,35.0,0.0,0.0,15.0,60.0,11066-12206,11066,12206,2.000591309070681,2.0000015628770633,2.0,4.87909604519774
299.0,6877.0,0.0,0.0,0.0,0.0,3487.8695652173915,80221.0,11066-12264,11066,12264,2.790590082651868,2.0,2.0,2.6757062146892654
986.0,61132.0,14.67741935483871,910.0,0.0,0.0,1155.6935483870968,71653.0,11066-12266,11066,12266,2.7061511473586006,2.0000406348036504,2.0,4.228248587570622
800.0,7200.0,0.0,0.0,0.0,0.0,63.44444444444444,571.0,11066-12278,11066,12278,2.0056272913226487,2.0,2.0,3.8079096045197742
388.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,11066-12320,11066,12320,2.0,2.0,2.0,2.8768361581920905
182.0,910.0,0.0,0.0,8.0,40.0,69.8,349.0,11066-12339,11066,12339,2.003439447761129,2.0,2.000022544025664,2.4112994350282486
519.0,1557.0,0.0,0.0,0.0,0.0,7.666666666666667,23.0,11066-12391,11066,12391,2.0002266684770946,2.0,2.0,3.172881355932203
1452.0,1452.0,0.0,0.0,0.0,0.0,5.0,5.0,11066-12441,11066,12441,2.0000492757558903,2.0,2.0,5.28135593220339
659.0,9226.0,41.07142857142857,575.0,0.0,0.0,106.85714285714286,1496.0,11066-12451,11066,12451,2.0147433061623166,2.0000256758374713,2.0,3.489265536723164
483.0,14490.0,23.1,693.0,0.0,0.0,1650.8,49524.0,11066-12478,11066,12478,2.4880665069402164,2.000030944965857,2.0,3.0915254237288137
340.0,340.0,0.0,0.0,0.0,0.0,198.0,198.0,11066-12544,11066,12544,2.001951319933248,2.0,2.0,2.768361581920904
216.0,216.0,0.0,0.0,0.0,0.0,38.0,38.0,11066-12878,11066,12878,2.0003744957447647,2.0,2.0,2.488135593220339
211.0,211.0,0.0,0.0,0.0,0.0,46.0,46.0,11066-12884,11066,12884,2.000453336954189,2.0,2.0,2.4768361581920906
1771.0,40733.0,10257.739130434782,235928.0,0.0,0.0,5427.173913043478,124825.0,11066-12889,11066,12889,3.2301692457962305,2.0105350417094554,2.0,6.00225988700565
1995.0,69825.0,434.14285714285717,15195.0,9720.085714285715,340203.0,2066.3714285714286,72323.0,11066-12892,11066,12892,2.7127540986478733,2.000678511913699,2.1917386290752554,6.508474576271187
164.0,164.0,0.0,0.0,0.0,0.0,4.0,4.0,11066-12945,11066,12945,2.000039420604712,2.0,2.0,2.3706214689265535
479.0,38799.0,60.44444444444444,4896.0,1.4074074074074074,114.0,1880.8395061728395,152348.0,11066-12953,11066,12953,3.5014125716688493,2.0002186241743645,2.0000642504731427,3.082485875706215
1985.0,11910.0,0.0,0.0,0.0,0.0,28.0,168.0,11066-12954,11066,12954,2.0016556653979074,2.0,2.0,6.4858757062146895
629.0,3145.0,0.0,0.0,0.0,0.0,26.8,134.0,11066-12992,11066,12992,2.0013205902578544,2.0,2.0,3.4214689265536724
733.0,2199.0,816.6666666666666,2450.0,0.0,0.0,85.0,255.0,11066-13029,11066,13029,2.0025130635503947,2.000109401394443,2.0,3.6564971751412427
1213.0,4852.0,0.5,2.0,0.0,0.0,35.75,143.0,11066-13158,11066,13158,2.0014092866184567,2.0000000893072607,2.0,4.741242937853107
632.0,9480.0,4802.2,72033.0,0.0,0.0,274.53333333333336,4118.0,11066-13198,11066,13198,2.0405835125510827,2.0032165349575175,2.0,3.4282485875706215
802.0,25664.0,2469.75,79032.0,0.0,0.0,4734.53125,151505.0,11066-13204,11066,13204,3.4931046792257794,2.003529065716582,2.0,3.8124293785310734
325.0,2275.0,0.0,0.0,0.0,0.0,7.571428571428571,53.0,11066-13230,11066,13230,2.000522323012435,2.0,2.0,2.7344632768361583
283.0,4245.0,25494.066666666666,382411.0,0.0,0.0,13246.6,198699.0,11066-13232,11066,13232,3.958208683921211,2.0170760394491305,2.0,2.63954802259887
518.0,2590.0,66.2,331.0,0.0,0.0,55.8,279.0,11066-13244,11066,13244,2.002749587178667,2.0000147803516573,2.0,3.1706214689265537
628.0,2512.0,0.5,2.0,0.0,0.0,50.5,202.0,11066-13296,11066,13296,2.00199074053796,2.0000000893072607,2.0,3.4192090395480226
990.0,29700.0,200.16666666666666,6005.0,0.06666666666666667,2.0,1024.6666666666667,30740.0,11066-13303,11066,13303,2.302947347212306,2.0002681450504616,2.0000011272012834,4.237288135593221
330.0,1980.0,39.5,237.0,0.0,0.0,27.833333333333332,167.0,11066-13342,11066,13342,2.001645810246729,2.0000105829104013,2.0,2.7457627118644066
412.0,412.0,0.0,0.0,0.0,0.0,3.0,3.0,11066-13367,11066,13367,2.0000295654535343,2.0,2.0,2.9310734463276837
709.0,709.0,0.0,0.0,0.0,0.0,1.0,1.0,11066-13422,11066,13422,2.0000098551511782,2.0,2.0,3.6022598870056495
398.0,1194.0,0.0,0.0,0.0,0.0,32.0,96.0,11066-13485,11066,13485,2.0009460945130897,2.0,2.0,2.8994350282485875
626.0,44446.0,271.46478873239437,19274.0,471.28169014084506,33461.0,1326.380281690141,94173.0,11066-13487,11066,13487,2.92808915188759,2.000860654072039,2.018858641068677,3.4146892655367234
806.0,16120.0,105.5,2110.0,0.0,0.0,102.95,2059.0,11066-13495,11066,13495,2.020291756275541,2.000094219160112,2.0,3.8214689265536723
488.0,976.0,0.0,0.0,0.0,0.0,1.5,3.0,11066-13577,11066,13577,2.0000295654535343,2.0,2.0,3.102824858757062
2110.0,33760.0,8748.4375,139975.0,0.0,0.0,2349.4375,37591.0,11066-13796,11066,13796,2.3704649879329147,2.0062503919131305,2.0,6.768361581920904
865.0,10380.0,731.9166666666666,8783.0,0.0,0.0,123.41666666666667,1481.0,11066-13851,11066,13851,2.014595478894646,2.0003921928356707,2.0,3.9548022598870056
689.0,7579.0,119.72727272727273,1317.0,0.0,0.0,40.54545454545455,446.0,11066-13871,11066,13871,2.0043953974253963,2.000058808831217,2.0,3.5570621468926555
