FEATURE_ID,FEATURE_NA,FEATURE_CL,STATE_ALPH,STATE_NUME,COUNTY_NAM,COUNTY_NUM,PRIMARY_LA,PRIM_LONG_,PRIM_LAT_D,PRIM_LON_1,SOURCE_LAT,SOURCE_LON,SOURCE_L_1,SOURCE_L_2,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREAT,DATE_EDITE
1917904,Monadnock State Park,Park,NH,33,Cheshire,5,425145N,0720403W,42.862583000000001,-72.067581599999997,,,,,372,1220,Monadnock Mountain,05/08/2001,
1917917,Park Hill Common,Park,NH,33,Cheshire,5,425827N,0722726W,42.974247499999997,-72.457310500000006,,,,,150,492,Spofford,05/08/2001,
1917921,Pierces Island State Park,Park,NH,33,Cheshire,5,425421N,0722705W,42.905914699999997,-72.451476900000003,,,,,224,735,Spofford,05/08/2001,
1917925,Pottersville Historic District,Park,NH,33,Cheshire,5,425615N,0720733W,42.937581399999999,-72.125916200000006,,,,,354,1161,Marlborough,05/08/2001,
1917927,Rhododendron State Park,Park,NH,33,Cheshire,5,424705N,0721128W,42.784805900000002,-72.191194400000001,,,,,363,1191,Troy,05/08/2001,
1917930,Richmond Wildlife Manangement Area,Park,NH,33,Cheshire,5,424612N,0721453W,42.770083600000000,-72.248139800000004,,,,,250,820,Troy,05/08/2001,
1917933,Robin Hood Forest,Park,NH,33,Cheshire,5,425637N,0721541W,42.943691800000003,-72.261474000000007,,,,,225,738,Keene,05/08/2001,
1917949,Sawyer Tract,Park,NH,33,Cheshire,5,425040N,0720623W,42.844527499999998,-72.106470900000005,,,,,493,1617,Monadnock Mountain,05/08/2001,
1917955,Silver Lake District,Park,NH,33,Cheshire,5,425700N,0720755W,42.950081200000000,-72.132027500000007,,,,,405,1329,Marlborough,05/08/2001,
1917974,The Dinsmoor Woods,Park,NH,33,Cheshire,5,425730N,0721842W,42.958413899999996,-72.311752600000005,,,,,158,518,Keene,05/08/2001,
1956747,Keene Forestry Park,Park,NH,33,Cheshire,5,425400N,0721530W,42.900081399999998,-72.258418300000002,,,,,150,492,Keene,08/27/2002,
1956817,Barden State Wildlife Management Area,Park,NH,33,Cheshire,5,424602N,0721450W,42.767305800000003,-72.247306399999999,,,,,274,899,Troy,08/27/2002,
1957001,Pisgah State Park,Park,NH,33,Cheshire,5,425025N,0722713W,42.840359900000003,-72.453699099999994,,,,,298,978,Hinsdale,08/27/2002,
1957004,Shadow Lake Park,Park,NH,33,Cheshire,5,425414N,0721858W,42.903970299999997,-72.316197000000003,,,,,209,686,Keene,08/27/2002,
