"BG_ID_00","soccoh_0810","soccon_0810","gangact_0810","IntgenClos_0810","Abuse_0810","NbhdInv_0810","PhysDis_0810","SocDis_0810","Police_0810","RecipExch_0810","Unsafe_0810","SocNet_0810","CollEff_0810"
"250250001001",3.20498213054692,3.14314644653678,0.803518111255777,2.9735936215974,3.08592364702002,2.83201919976658,2.18268538363116,2.20318120252515,9.16359949486119,2.72571654319134,1.24008676888653,4.19516143638831,3.17406428854185
"250250001002",3.49314927521648,3.60976912376119,0.417856963737521,3.40560533075175,3.21601855256812,3.05209922681682,2.46581849173129,2.49247476380718,9.20232008504679,2.74737442333027,1.13158851621503,4.75473221058093,3.55145919948884
"250250001003",3.58929684167357,3.34730094107546,0.383354366052251,3.34318291941991,3.15895502668801,3.05674969836704,2.19183891112968,2.21961453052183,9.12627946471492,2.93995799029931,1.0604639754906,4.49864117985416,3.46829889137452
"250250001004",3.68342787946841,3.712049452353,0.366401117969424,3.69284612393472,3.28257658062045,2.95180773587349,2.3953207975004,2.26204181394247,9.31156695735256,2.85014431490971,1.02749049383734,4.81086121366323,3.6977386659107
"250250002011",3.68509029112605,3.50873946789193,0.538684830104825,3.38972191454122,3.18080105528117,3.11453481644381,2.37281183824025,2.3283212312615,9.20243177888721,2.84038330074876,1.05017472921057,4.62195952720574,3.59691487950899
"250250002012",3.76186737414732,3.64580597122804,0.448530812610296,3.52919316586745,3.25233029416966,3.06341420593767,2.46240411415589,2.26176495323067,9.22937935269689,2.8788230170851,1.00567759700438,4.77978631968897,3.70383667268768
"250250002013",3.5854755334226,3.44998083945707,0.32364636058614,3.51235029877801,3.20980849491695,3.17309131517205,2.4441924227109,2.41769550624552,9.2898061570995,2.95925614951822,0.936489938006814,4.3197042353684,3.51772818643983
"250250002014",3.65664190713624,3.44138028247417,0.338911843970829,3.34912735692949,3.13490239315169,2.81405809079522,2.5041988450536,2.44157021347787,9.19565270562771,2.80053340498254,0.979626669289194,4.48401926831984,3.5490110948052
"250250002021",3.74395495757297,3.44365599245707,0.345884855589171,3.52254563130743,3.23005569923915,3.05990515923122,2.42761553578854,2.39980535781729,9.4226493393506,2.88658525368468,0.946583887594893,4.58296494338658,3.59380547501502
"250250002022",3.54098903020554,3.17615630954396,0.676617925116078,3.07483428906769,3.0919886201571,2.76538532317397,2.31361761052719,2.22231842081689,8.97516324874434,2.8701722030552,1.01262958744249,4.32517124413819,3.35857266987475
"250250002023",3.69878752611575,3.50973272235338,0.418445853953826,3.48575295390146,3.2040451957276,3.02229127055341,2.42734822557114,2.43362900251942,9.35212360036276,2.95432081855789,1.14112126553526,4.82940033268496,3.60426012423456
"250250002024",3.03291191704769,2.9423234468249,0.524229146311837,3.20840845530674,3.13866517122061,2.95898856828791,2.37023453508949,2.01361363030554,9.18483521803316,2.63793094190046,1.13375962866397,4.24225160657385,2.98761768193629
"250250003011",3.56585336014675,3.35175337151919,0.333921718865439,3.41923237963301,3.13358745564919,2.99708949901441,2.37059559199251,2.40402226927005,9.02412580463758,2.92080152923636,1.01209854190641,4.32061979208197,3.45880336583297
"250250003012",3.69444764688703,3.5134399421956,0.373527410437383,3.58069395331442,3.27741274510218,3.08090990694676,2.48039048590208,2.43677283587266,9.2902451583218,2.9076151013708,1.04135591260415,4.58304174499546,3.60394379454132
"250250003013",3.7526771092524,3.57039330076713,0.375029465636869,3.47673156186249,3.19265954985131,3.06987792282748,2.37530195045795,2.4316522384452,9.20931867373739,2.85189517157486,0.996211507798163,4.28631413265533,3.66153520500977
"250250003014",3.52264226059806,3.46871193805472,0.480347795927988,3.22611280237876,3.15855692714057,3.05621774676693,2.22991515938332,2.33643551028929,9.21589442794377,2.78159697563468,1.07437606768512,4.1559709210365,3.49567709932639
"250250003021",3.75851718756372,3.54697885798222,0.321885138812566,3.42729983299865,3.11955902595477,2.83541730191684,2.52731323744706,2.53673062092174,9.12848283814044,2.8706352254616,0.911353598027029,4.22233926525672,3.65274802277297
"250250003022",3.6203792767248,3.41637673338099,0.507307984252935,3.35581461275198,3.16150083085691,3.23691087587975,2.4320374866187,2.45496757269344,9.22322142557301,2.82133557326302,1.01041716267662,4.24010408674776,3.5183780050529
"250250004011",3.5885580278154,3.50263487171466,0.479259149984783,3.37227195116273,3.2326625678643,2.7160537860121,2.34222459272417,2.3854721709605,9.08950355412002,2.86091194721183,1.05982192187108,4.24142306141488,3.54559644976503
"250250004012",3.46289451791024,3.23868819827423,0.666490691588751,3.22704515102597,3.1416684963658,2.82832215834823,2.23008321154881,2.10906909091837,9.01367967600773,2.82784066612023,1.10384095853546,4.35699258725168,3.35079135809223
"250250004013",3.44276807936595,3.55235155679709,0.446942574955963,3.41868191536678,3.13845126912534,2.8720958801033,2.43144259619435,2.33688586826316,8.97055113862115,2.84614759970026,0.996986449543265,4.43023322755036,3.49755981808152
"250250004014",3.37338734281178,3.13466436644347,0.537232327242882,3.09765778437791,3.07996067318872,2.82934231863675,2.33785669487715,2.34376813965769,8.86401849365998,2.80186216066569,1.1597221262928,4.18123829086613,3.25402585462763
"250250004021",3.47169788109549,3.50875149175328,0.532391376324829,3.4851778759303,3.1404471486447,2.97099480454713,2.41012480507214,2.31618089428356,8.94334753596317,2.89905639353226,1.04305907773371,4.67468237229022,3.49022468642439
"250250004022",3.57481304102299,3.4432984357747,0.35258745072874,3.12166302958504,3.25245869852387,3.23728739903415,2.35266655754242,2.21440344182114,9.38062428028695,2.90135765434567,1.02068292284129,4.35456479140663,3.50905573839884
"250250004023",3.40990419332054,3.23520942199704,0.672985541636675,3.14120543368079,3.17764838374259,2.7161602780545,2.37438791544356,2.34630133466477,9.11800442477849,2.83702468588649,1.2554325662101,4.42904937265733,3.32255680765879
"250250005011",3.35910837715648,3.23588451227219,0.624125426497946,3.21353002671712,3.16270579258836,2.85136116058149,2.23031946754076,2.29312393600734,9.16465349173846,2.74799537154072,1.11990376961169,4.33367616872975,3.29749644471433
"250250005012",3.51104920715725,3.34844749766733,0.53941991691009,3.24285983792179,3.16234481963273,2.90832397722289,2.29779726407425,2.31013504316253,9.12836839258929,2.8796280360838,1.06829571005636,4.46726358262077,3.42974835241229
"250250005013",3.53429552452208,3.30467050644213,0.418465813894348,3.1877497083684,3.16037040441323,2.92951829816709,2.16236160426196,2.19871862147238,9.1938113941737,2.86533737799175,1.03128997529945,4.24706687661631,3.4194830154821
"250250005014",3.40647080661372,3.27630217400409,0.303875021896037,3.20240744344685,3.11574218127089,2.74977578376203,2.428210436021,2.38830777626101,9.06311408770532,2.70726965503688,1.07100238290771,3.84441439114917,3.34138649030891
"250250005018",3.56813441153696,3.14458735092677,0.291291045458657,3.16534202795894,3.13370860263832,2.61900314669689,2.28439696023466,2.31681882614179,9.03650899620124,2.83879561944413,1.00172543765142,4.1205778016206,3.35636088123187
"250250005019",3.50333032505266,3.39032939807244,0.355557718455304,3.08668164333194,3.13625871112009,2.70224266368328,2.24736203136569,2.22723519960677,9.02480462960961,2.73231675845951,1.01856119644281,4.13856133734258,3.44682986156255
"250250005025",3.53137091651982,3.19924793614355,0.432449747914399,3.22387613124991,3.13000905775994,2.80356715707275,2.25664519614007,2.00855439015562,8.98340712228475,2.72932745230718,1.17539625201532,4.21498817915405,3.36530942633169
"250250005026",3.50103735463732,3.29705792481238,0.473960494908212,3.19127440978329,3.17678568274994,2.94369113052265,2.3389614250046,2.3379740007688,9.12887132394786,2.85669087760687,1.03410077660441,4.42157534857555,3.39904763972485
